experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,Nc_inDamageFoci,excludedVolume,iterationsNumber,events,FETs,meanFET,halfCI_FET,expFit_Amplitude,expFit_Rate,eventsCounter,repair_probability,repair_CIhalflength,mean_removedCLs,MSRG_atEncounter,Ensemble_MSRG
0_0,100,3,0.2,5,True,0.008,200,0.0368,0.01,0.1,200,9000,0.12152980865829638,25,2,1,0.24305961731659276,200,"['Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a2-b2'
 'Repair' 'Repair' 'Misrepair_a1-b2' 'Repair' 'Misrepair_a1-b1' 'Repair'
 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1'
 'Misrepair_a2-b2' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Misrepair_a2-b2'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair'
 'Repair' 'Repair' 'Repair' 'Misrepair_a1-b2' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair'
 'Misrepair_a1-b2' 'Repair' 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair'
 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a1-b2' 'Repair' 'Misrepair_a1-b1'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2'
 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a2-b2' 'Repair' 'Repair'
 'Misrepair_a2-b2' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Misrepair_a1-b2' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'Misrepair_a2-b2' 'Repair'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a2-b1' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a1-b1'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Misrepair_a2-b1' 'Repair' 'Misrepair_a1-b2' 'Repair' 'Misrepair_a1-b1'
 'Repair' 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair']","[8.20640e+00 3.75360e+00 2.57600e-01 2.20800e-01 3.68000e-02 1.80320e+00
 5.88800e-01 1.76640e+00 1.87680e+00 2.20800e+00 3.68000e-02 1.17760e+00
 5.15200e-01 2.53920e+00 3.84928e+01 0.00000e+00 7.83840e+00 2.06080e+00
 4.67360e+00 6.62400e-01 7.36000e-02 7.36000e-01 1.72960e+00 4.41600e+00
 1.28800e+00 1.65600e+00 0.00000e+00 3.31200e-01 2.76000e+00 1.58240e+00
 1.10400e-01 2.57600e-01 3.31200e-01 2.20800e-01 2.31840e+00 2.94400e+00
 1.14080e+00 1.61920e+00 2.61280e+00 1.91360e+00 6.84480e+00 8.05920e+00
 3.56960e+00 5.66720e+00 1.28800e+00 1.50880e+00 0.00000e+00 4.12160e+00
 0.00000e+00 3.68000e+00 1.46096e+01 0.00000e+00 0.00000e+00 1.10400e-01
 1.47200e-01 3.68000e-02 0.00000e+00 2.57600e-01 7.36000e-02 0.00000e+00
 1.47200e+00 3.71680e+00 0.00000e+00 2.64960e+00 2.94400e-01 2.98080e+00
 3.97440e+00 4.85760e+00 1.69280e+00 1.84000e-01 1.69280e+00 3.45920e+00
 1.47200e-01 1.02304e+01 2.20800e-01 4.71040e+00 1.85472e+01 1.21440e+00
 0.00000e+00 1.25120e+00 1.69280e+00 1.91360e+00 3.31200e-01 0.00000e+00
 5.15200e-01 8.94240e+00 1.17760e+01 2.06080e+00 1.15184e+01 8.09600e-01
 4.41600e-01 6.99200e-01 5.81440e+00 9.56800e-01 1.40208e+01 3.68000e-02
 5.37280e+00 1.15552e+01 1.84000e-01 3.68000e-02 0.00000e+00 2.20800e-01
 1.47200e-01 6.25600e-01 4.71040e+00 3.23840e+00 1.21440e+00 1.10400e-01
 5.70400e+00 5.15200e-01 4.41600e-01 3.31200e-01 4.12160e+00 7.72800e-01
 2.24480e+00 9.56800e-01 0.00000e+00 1.14080e+00 4.78400e-01 3.31200e+00
 4.41600e-01 1.84000e-01 3.12800e+00 1.14080e+00 3.68000e-02 2.94400e-01
 1.21440e+00 0.00000e+00 2.09760e+00 3.31200e-01 0.00000e+00 1.50880e+00
 1.10400e-01 3.68000e-01 6.73440e+00 6.29280e+00 3.68000e-01 7.36000e-01
 5.15200e-01 3.45920e+00 4.34240e+00 5.52000e-01 1.72960e+00 6.10880e+00
 2.80048e+01 3.68000e-02 0.00000e+00 3.64320e+00 0.00000e+00 2.94400e-01
 2.53920e+00 1.54560e+00 1.84000e-01 2.53920e+00 0.00000e+00 2.72320e+00
 9.93600e-01 1.28800e+00 7.06560e+00 1.21808e+01 3.75360e+00 1.69280e+01
 1.10400e+00 0.00000e+00 5.88800e-01 9.93600e-01 1.47200e-01 6.47680e+00
 3.05440e+00 2.20800e-01 4.19520e+00 1.21440e+00 1.54560e+00 1.69280e+00
 0.00000e+00 2.57600e-01 7.36000e-02 1.84000e-01 8.46400e-01 8.90560e+00
 1.80320e+00 6.18240e+00 1.10400e-01 8.46400e-01 1.54560e+00 1.47200e-01
 0.00000e+00 0.00000e+00 1.84000e+00 1.61920e+00 7.36000e-02 6.32960e+00
 3.68000e-02 1.10400e-01 2.94400e-01 0.00000e+00 1.21072e+01 2.76000e+00
 2.20800e+00 2.90720e+00]",2.634144,0.6273422435866666,0.6816148766025336,0.7844166110881005,"Counter({'Repair': 145, 'Misrepair_a2-b1': 20, 'Misrepair_a1-b1': 18, 'Misrepair_a2-b2': 11, 'Misrepair_a1-b2': 6})",0.725,0.061883721607543934,0.0,"[1.20748515 1.03090388 0.62535768 1.83135529 0.88347771 1.62058629
 0.64106516 1.08485437 2.83502781 0.93510681 1.03753172 1.39688286
 1.29260381 1.16417463 2.66400082 1.87283028 1.21352329 0.851099
 0.75638041 3.14821253 0.46292583 0.86343947 1.02886366 0.79518101
 1.61790429 0.60948804 0.21684029 0.41063903 0.33539406 2.06853815
 2.00654113 1.14754981 1.7117172  0.96549556 0.68004154 1.76912422
 2.35368237 0.55364177 0.63339559 0.49524804 1.34371031 0.6016452
 0.58669913 1.0435797  1.25282955 1.26000742 0.37481914 1.26010548
 2.21665626 0.62295733 1.32497297 1.00470265 0.59190153 1.15947234
 0.62121555 0.6541526  0.48730665 1.00057215 0.67828865 0.25130895
 1.2897599  0.86151272 0.55101124 0.58543155 0.90499719 0.54109782
 0.86098116 2.2733978  3.38706479 1.03614843 0.93498005 0.85414117
 2.02026599 1.37231033 3.73708565 0.74005715 0.88576867 1.02275017
 0.53961207 0.58452366 3.69117432 0.39620274 0.38722856 0.55697017
 0.79178087 1.60042964 0.51624193 0.35544637 1.41023876 0.66557515
 1.05583214 0.76410995 2.43888174 1.14056009 0.63809341 0.43952265
 1.19835847 2.04052709 0.54260694 0.60074766 2.05206912 1.65283278
 1.03798139 1.60806085 2.47598309 2.77006752 0.95653456 1.62969896
 0.95931312 1.3376733  0.79804992 0.67673967 1.06089786 1.04724732
 0.46846866 0.93071351 0.77778585 0.53002859 0.58535736 0.86741352
 2.04779448 0.52554679 0.87441661 0.50387974 1.00827576 2.09374857
 1.75053511 0.39900869 1.07715219 0.73633358 0.63188019 0.76485424
 0.54117699 1.06422457 0.77162567 1.50779832 0.39872364 1.05473934
 0.45523814 0.85304454 1.95622593 1.08218107 1.75991197 0.60747683
 1.74509753 0.78715212 0.62183792 2.07430663 0.98321896 0.42882005
 1.52037107 1.46513581 0.83063654 1.44226336 0.64517486 1.10661107
 1.08531216 1.25839943 1.93303484 1.11837149 0.6489508  1.00648389
 0.41570738 0.35353613 1.14165847 1.26726271 0.7277288  2.05274282
 1.97050618 0.67743421 0.54985954 1.24344312 0.62287675 1.34077331
 0.71760826 0.7801799  1.10023043 1.2610002  0.67539563 1.17819487
 1.30099835 1.05680153 1.20640069 0.60809972 0.63911019 0.9633121
 0.5398656  2.1516909  0.95014662 0.54044212 1.15100924 0.4617981
 0.35389739 0.89185507 2.3102764  0.30744482 2.10422036 1.5110358
 1.28752825 1.73889127]",1.1145464596017935
0_1,100,3,0.2,10,True,0.008,200,0.0257,0.01,0.1,200,9000,0.10158637932032621,25,2,1,0.20317275864065243,200,"['Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1' 'Repair'
 'Repair' 'Misrepair_a1-b2' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair'
 'Repair' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a1-b1' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a2-b2' 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b2' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair' 'Repair'
 'Repair' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Misrepair_a1-b1' 'Misrepair_a1-b2'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'Repair'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2'
 'Misrepair_a2-b2' 'Repair' 'Misrepair_a2-b2' 'Repair' 'Repair' 'Repair'
 'Repair' 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Misrepair_a1-b2' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b2' 'Repair' 'Misrepair_a2-b2'
 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b2' 'Repair' 'Repair' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a2-b1'
 'Misrepair_a2-b1' 'Repair' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Repair'
 'Repair' 'Misrepair_a2-b1' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'Repair'
 'Repair' 'Misrepair_a2-b2' 'Misrepair_a1-b1' 'Misrepair_a2-b2'
 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'Misrepair_a2-b1' 'Misrepair_a1-b1' 'Repair'
 'Misrepair_a1-b1']","[ 0.1028  2.1074  8.2497  0.0771 10.1001 14.5719  0.1542  8.7123  1.3364
  2.8784  4.626   1.1051  0.0771  0.      7.8385  1.4135  0.6425  0.9509
  0.1028 18.6325  1.1565  0.2313  0.4369  0.6425 17.2961  7.71    0.0514
  6.2194  2.2102  1.9018 17.0391  2.4415  0.3084 10.794   0.      0.2313
  0.8481  0.4369 13.2612  0.5911  1.028   7.0418  2.2102  0.3084  0.1285
  5.2685  1.1051  0.514   0.6168  0.      0.1542  0.2313  0.3084  0.9252
  0.6168  1.4392  4.883   5.5769  5.1657  0.1028  2.1331  6.939   6.3736
  0.771   9.9459  1.6962  0.1799  4.7288  0.0257  0.      0.      0.2313
  0.9766  0.      6.6563 13.6467 11.7192  0.5654  2.9555  0.      1.4135
  2.5186  2.5186  0.0257  0.4112  6.4507  0.      1.799   2.57    0.1799
  0.1285  1.5934  1.0537  0.5397  1.028   3.7779  4.1377  7.3502  1.3107
  3.2382  3.6494  0.      0.      0.1542  6.6049  7.5558  0.      2.1845
  0.6425 18.3241  0.7196  2.1331  4.1377  1.4392  0.6682  0.4369  0.
  4.9601  1.7476  0.8224  4.8059  0.8224  0.3598  0.      1.3621 10.9482
  0.      0.6939  2.4929  2.6471  0.      0.3598  0.1799  2.4929  1.6705
  0.9252  1.028   3.855   1.3621  0.1799  0.      0.9252  0.      1.1565
 10.0744  0.5654  0.6682  0.8224  0.257   5.8853  3.8036  1.8761  0.
  1.6448  0.      0.5911 14.0065  0.      0.      3.4438  0.9252  0.5911
  0.0771  7.2474  5.8596  0.0514  1.285   0.      0.9509  0.      1.2593
  0.1542  0.2313  1.0023  1.6191  0.8738  5.5255  0.0257  0.      0.0771
  5.9624  7.2217  0.0257 10.023   8.7123  9.3805  1.6448  0.0257  3.8807
  0.      3.6751  0.0514  8.995   1.6191  0.0257  0.9252  0.      3.5209
  3.341   0.1799]",2.7587665000000006,0.5368916341129142,0.8338061380220732,1.0380945309261238,"Counter({'Repair': 131, 'Misrepair_a2-b1': 33, 'Misrepair_a1-b1': 22, 'Misrepair_a2-b2': 11, 'Misrepair_a1-b2': 3})",0.655,0.06588268209476598,0.0,"[0.90609032 1.83273129 1.32399444 1.25378771 1.04367086 1.91608082
 1.2466478  0.76413354 1.97592252 0.76719631 1.80950881 0.64856981
 1.13231618 0.97177977 0.97323486 1.17855493 0.54318001 0.9262527
 0.50589047 1.03324702 1.37191384 0.41831323 3.0406644  0.88176487
 1.01487761 0.5146294  0.44397445 0.97523856 0.38691313 0.57382229
 0.74578214 0.46364966 0.46025556 0.61287475 0.17537227 0.39657862
 0.53491247 2.95312267 1.14475988 1.07856934 0.8441739  0.45290068
 0.85134692 0.98944746 0.67591385 0.34798695 2.7286311  0.76602908
 0.728599   0.41605138 0.48141205 0.81920749 0.92791942 0.75723626
 1.8051659  0.39597861 0.38672287 0.63902512 1.65236903 1.01537799
 1.30070107 0.83716683 0.51664516 0.83015791 0.93358136 0.58562892
 0.4472364  0.81074869 0.88740703 1.67417296 1.68982495 0.63721958
 0.45421219 0.47969303 0.40871064 1.19356063 0.33272146 0.83052546
 1.45387431 1.39360023 1.19184889 0.45103295 0.38340661 0.60139361
 0.22483617 0.47427027 0.31465118 0.54401465 0.66409519 0.92173576
 0.40560507 0.68283668 0.50007998 0.4863121  0.6933617  0.75520524
 1.11769324 0.99992236 0.70545805 0.94684607 0.49156622 0.95385725
 1.76494807 0.54787271 1.48010179 0.67003561 0.45829727 1.05598221
 0.86666498 0.5253343  0.56509828 0.81945858 0.3177023  0.4342486
 0.7158733  0.78643108 0.64150934 1.94905138 0.38017566 1.12719221
 0.96347905 0.9468075  1.59260312 0.20520423 0.54733236 0.93160211
 0.43356727 0.45654247 0.72901623 0.58593625 0.46661436 0.59615746
 1.85118832 0.64412997 0.35689994 0.53636975 0.71010225 0.79037212
 1.15361455 0.42504597 0.27056985 0.57770983 0.23901957 2.2218333
 0.43397944 0.72364407 0.30582112 1.3248031  1.13753178 2.82252732
 0.32418094 1.14887688 0.85131424 0.42813907 0.50268885 0.50345622
 1.23523596 1.04470841 0.71729916 0.86490202 0.36363541 2.16599599
 1.63516994 0.33590216 0.73576515 0.6763374  1.01205745 0.59587774
 0.3240148  0.42373882 0.80473565 0.80801972 1.74010888 0.48939204
 0.3491111  0.66586735 0.87366628 0.97247168 0.53061648 1.08049259
 0.49174965 1.38774469 0.40236839 1.43962967 0.57425966 0.72840582
 0.77700724 0.19118963 1.58766899 0.67426294 1.48958132 1.14015686
 0.63663842 0.30501373 0.48491746 0.69277076 0.33542463 0.96704538
 0.64298959 0.71794442]",0.8539312120781942
