experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,FETs,meanFET,halfCI_FET,eventsCounter,repair_probability,repair_CIhalflength,mean_removedCLs,MSRG_atEncounter,Ensemble_MSRG
0_0,100,3,0.2,2,False,0.008,300,0.005,0.01,0.1,200,6000,0.05,12,2,0,300,"['NA' 'NA' 'Misrepair_a2-b1' 'NA' 'Repair' 'NA' 'NA' 'Repair' 'NA'
 'Misrepair_a1-b1' 'NA' 'NA' 'NA' 'Misrepair_a1-b1' 'Repair' 'NA' 'NA'
 'Misrepair_a2-b1' 'NA' 'NA' 'Repair' 'Repair' 'NA' 'Misrepair_a2-b1'
 'Misrepair_a2-b1' 'Misrepair_a2-b2' 'NA' 'NA' 'NA' 'NA' 'Repair' 'NA'
 'NA' 'NA' 'Repair' 'NA' 'Repair' 'Misrepair_a2-b1' 'NA' 'NA' 'Repair'
 'Repair' 'NA' 'Misrepair_a2-b2' 'Repair' 'Misrepair_a2-b1' 'Repair'
 'Misrepair_a2-b1' 'NA' 'NA' 'Misrepair_a2-b1' 'NA' 'NA' 'Repair' 'NA'
 'Misrepair_a1-b2' 'NA' 'Misrepair_a1-b1' 'Misrepair_a1-b2' 'Repair'
 'Repair' 'Repair' 'NA' 'Repair' 'NA' 'Repair' 'NA' 'Repair' 'NA' 'Repair'
 'NA' 'Misrepair_a1-b1' 'Misrepair_a2-b1' 'Repair' 'Misrepair_a1-b1'
 'Repair' 'NA' 'NA' 'Repair' 'Misrepair_a2-b2' 'NA' 'Misrepair_a1-b1' 'NA'
 'Repair' 'Repair' 'NA' 'NA' 'Repair' 'Repair' 'NA' 'NA' 'NA'
 'Misrepair_a1-b2' 'NA' 'NA' 'Misrepair_a1-b2' 'Repair' 'NA' 'NA' 'NA'
 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'NA' 'Misrepair_a1-b2' 'NA' 'NA'
 'Repair' 'Repair' 'NA' 'NA' 'NA' 'Repair' 'NA' 'Repair' 'NA' 'Repair'
 'NA' 'NA' 'NA' 'Repair' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Repair'
 'Repair' 'NA' 'Repair' 'NA' 'Misrepair_a1-b1' 'Misrepair_a2-b2' 'NA'
 'Misrepair_a2-b2' 'Misrepair_a1-b1' 'Repair' 'Repair' 'NA' 'Repair'
 'Misrepair_a1-b2' 'Repair' 'NA' 'NA' 'Misrepair_a2-b2' 'NA'
 'Misrepair_a2-b1' 'Misrepair_a1-b1' 'Repair' 'Repair' 'Repair' 'NA'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a1-b1' 'NA' 'NA' 'Misrepair_a2-b1'
 'Repair' 'Repair' 'NA' 'NA' 'NA' 'NA' 'Misrepair_a2-b1' 'NA'
 'Misrepair_a2-b1' 'NA' 'NA' 'NA' 'NA' 'NA' 'Repair' 'NA' 'NA' 'Repair'
 'Repair' 'Repair' 'NA' 'Repair' 'Repair' 'Misrepair_a1-b1' 'NA' 'NA' 'NA'
 'NA' 'NA' 'NA' 'Repair' 'Misrepair_a2-b1' 'NA' 'Misrepair_a2-b2' 'Repair'
 'NA' 'Misrepair_a1-b2' 'Repair' 'Repair' 'NA' 'Misrepair_a1-b2' 'NA' 'NA'
 'NA' 'NA' 'NA' 'Misrepair_a2-b1' 'Repair' 'NA' 'NA' 'NA' 'NA' 'NA'
 'Repair' 'Repair' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'Misrepair_a2-b2'
 'NA' 'NA' 'Misrepair_a2-b1' 'Repair' 'Repair' 'NA' 'Misrepair_a2-b2'
 'Misrepair_a2-b2' 'NA' 'Misrepair_a2-b1' 'NA' 'NA' 'Misrepair_a1-b1'
 'Repair' 'NA' 'Misrepair_a2-b2' 'Repair' 'Misrepair_a2-b1'
 'Misrepair_a1-b2' 'NA' 'NA' 'Misrepair_a2-b2' 'NA' 'NA' 'NA'
 'Misrepair_a2-b2' 'NA' 'Misrepair_a2-b1' 'NA' 'NA' 'Repair'
 'Misrepair_a2-b2' 'NA' 'Repair' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA'
 'Misrepair_a2-b2' 'Misrepair_a2-b2' 'Repair' 'Repair' 'NA'
 'Misrepair_a2-b1' 'NA' 'NA' 'Repair' 'NA' 'Repair' 'Repair' 'Repair'
 'Repair' 'NA' 'NA' 'NA' 'Misrepair_a2-b2' 'NA' 'NA' 'Repair' 'Repair'
 'NA' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'Repair' 'NA' 'Repair' 'Repair'
 'Repair' 'NA' 'Repair' 'NA' 'NA' 'NA' 'Repair' 'NA' 'NA' 'Repair'
 'Repair' 'Repair']","[   nan    nan 11.975    nan  1.485    nan    nan  6.675    nan  1.145
    nan    nan    nan 15.03  10.43     nan    nan  8.345    nan    nan
  6.245  8.565    nan 20.13  10.295 26.71     nan    nan    nan    nan
 17.655    nan    nan    nan  1.585    nan 13.92  13.31     nan    nan
  4.85   0.995    nan  6.655 11.875  2.655  6.115 13.835    nan    nan
  6.005    nan    nan  0.865    nan  1.95     nan 17.465  8.475  3.97
 26.14   3.6      nan 29.55     nan  4.54     nan  3.295    nan  1.99
    nan  5.795 17.52  16.37   7.15   0.645    nan    nan  9.045  1.44
    nan 16.12     nan 10.215  1.685    nan    nan  0.09  10.61     nan
    nan    nan  2.565    nan    nan 21.255  5.45     nan    nan    nan
  0.51   8.195    nan 21.12     nan    nan 14.53   5.67     nan    nan
    nan  1.845    nan 24.055    nan 10.72     nan    nan    nan  1.745
  5.965 14.76  25.42   1.02  26.185    nan  0.89     nan  0.635 14.75
    nan  9.845 19.915 15.095 10.925    nan  5.64  10.825 17.015    nan
    nan  5.16     nan  2.14  17.88  19.3    0.185 12.81     nan 28.615
  1.18  16.755    nan    nan 11.49   4.9    0.53     nan    nan    nan
    nan  1.34     nan  6.11     nan    nan    nan    nan    nan  8.36
    nan    nan  9.505 12.955 24.825    nan  5.3   11.66   0.16     nan
    nan    nan    nan    nan    nan  1.875 13.75     nan  3.78   0.1
    nan  6.905  1.11   9.955    nan  9.965    nan    nan    nan    nan
    nan  1.205 26.93     nan    nan    nan    nan    nan  1.03  20.23
    nan    nan    nan    nan    nan    nan    nan  2.09     nan    nan
 15.14   9.515  5.19     nan  2.675  9.565    nan  4.51     nan    nan
  2.115  0.305    nan  0.14   7.26   6.87  13.745    nan    nan 17.42
    nan    nan    nan 19.81     nan 10.725    nan    nan 19.58   5.855
    nan  0.165    nan    nan    nan    nan    nan    nan    nan 21.355
  1.71   4.29   1.335    nan  1.24     nan    nan  7.145    nan  0.13
  0.     2.61   8.965    nan    nan    nan 24.605    nan    nan  3.925
  0.16     nan  0.    29.615 13.21     nan  2.825  5.295 25.32     nan
  8.69     nan    nan    nan  0.615    nan    nan 29.105  2.71  17.735]",9.2321,1.2841616572341246,"Counter({'NA': 150, 'Repair': 86, 'Misrepair_a2-b1': 22, 'Misrepair_a2-b2': 18, 'Misrepair_a1-b1': 15, 'Misrepair_a1-b2': 9})",0.5733333333333334,0.07915136254413181,0.0,"[       nan        nan 1.14566125        nan 1.91256588        nan
        nan 0.6781345         nan 2.46019176        nan        nan
        nan 0.72178952 0.57234864        nan        nan 1.09938762
        nan        nan 0.84660385 0.71823043        nan 2.53863119
 1.33974879 0.50781788        nan        nan        nan        nan
 1.62053803        nan        nan        nan 1.40150043        nan
 0.68655393 1.25638797        nan        nan 0.63841309 0.90472946
        nan 0.45929414 1.58902747 0.6393367  0.6812907  1.4637297
        nan        nan 2.49146046        nan        nan 2.39887995
        nan 1.25457415        nan 0.89690666 1.01037183 1.49580177
 0.81806292 0.44435107        nan 0.9283874         nan 0.69014462
        nan 0.78860098        nan 0.83631791        nan 2.19228394
 0.49004504 0.45605751 0.90919968 1.18698984        nan        nan
 1.20736263 1.66040335        nan 0.34276728        nan 0.8165014
 0.5993117         nan        nan 0.77743102 0.96604092        nan
        nan        nan 1.93904632        nan        nan 1.15725442
 0.76978743        nan        nan        nan 0.86797783 0.85442378
        nan 1.53003624        nan        nan 1.40228223 2.79736623
        nan        nan        nan 1.04294768        nan 0.72008249
        nan 0.43453216        nan        nan        nan 3.13342951
 1.58089357 0.85142594 1.16590476 0.68871458 1.42988606        nan
 0.76328696        nan 0.74345574 0.52831533        nan 1.76451878
 0.85911123 1.51293948 0.4503167         nan 0.85018083 0.76184101
 1.00980668        nan        nan 0.98111504        nan 0.73327368
 0.6831122  0.84978243 0.77982472 0.78389335        nan 1.59685347
 0.37488181 0.35529771        nan        nan 0.76274371 3.60086734
 0.42506433        nan        nan        nan        nan 4.73795351
        nan 0.28745349        nan        nan        nan        nan
        nan 0.85237631        nan        nan 0.55806886 1.19435471
 0.76927981        nan 0.75620789 0.70204901 1.5626454         nan
        nan        nan        nan        nan        nan 0.86003106
 0.69314754        nan 0.73439753 2.15172547        nan 0.25388537
 0.28580659 0.7349228         nan 0.95795085        nan        nan
        nan        nan        nan 0.66619426 0.65709376        nan
        nan        nan        nan        nan 1.37407341 1.11753529
        nan        nan        nan        nan        nan        nan
        nan 0.64299028        nan        nan 0.87280017 0.51420059
 1.4411677         nan 1.16947305 0.49688617        nan 0.64066971
        nan        nan 1.47656112 0.84535518        nan 1.15527887
 0.57416629 1.32626012 1.33382551        nan        nan 0.76658482
        nan        nan        nan 4.16343279        nan 0.39611781
        nan        nan 0.52564366 1.80882421        nan 0.85671207
        nan        nan        nan        nan        nan        nan
        nan 1.30703139 0.24901867 1.43173155 1.03934879        nan
 0.48829554        nan        nan 0.8410289         nan 1.17316579
 0.45483117 0.87184932 1.28450987        nan        nan        nan
 0.78383158        nan        nan 1.32821291 1.02635247        nan
 1.25839571 2.03952233 1.97319364        nan 0.58259351 1.27989189
 0.91825104        nan 0.8780473         nan        nan        nan
 0.46305891        nan        nan 0.52307024 1.30548798 0.62682675]",1.080788606882443
0_1,100,3,0.2,4,False,0.008,300,0.005,0.01,0.1,200,6000,0.05,12,2,0,300,"['Misrepair_a2-b1' 'NA' 'NA' 'NA' 'Repair' 'NA' 'Repair' 'Misrepair_a1-b2'
 'NA' 'Misrepair_a1-b1' 'NA' 'NA' 'NA' 'NA' 'Repair' 'Repair' 'NA' 'NA'
 'NA' 'Repair' 'Repair' 'NA' 'Repair' 'NA' 'NA' 'Misrepair_a2-b2' 'NA'
 'NA' 'NA' 'Misrepair_a2-b2' 'Repair' 'Repair' 'Misrepair_a2-b1' 'NA' 'NA'
 'Repair' 'NA' 'Misrepair_a2-b1' 'NA' 'Repair' 'NA' 'Misrepair_a2-b1' 'NA'
 'Repair' 'Repair' 'Misrepair_a1-b1' 'NA' 'Repair' 'Repair' 'NA' 'NA' 'NA'
 'NA' 'Repair' 'NA' 'NA' 'Repair' 'Misrepair_a1-b1' 'NA' 'Misrepair_a2-b2'
 'Repair' 'NA' 'Repair' 'NA' 'NA' 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'NA'
 'Misrepair_a1-b2' 'Repair' 'NA' 'NA' 'NA' 'Repair' 'NA' 'NA' 'NA' 'NA'
 'Repair' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'Repair'
 'Misrepair_a2-b2' 'NA' 'NA' 'Repair' 'NA' 'NA' 'Misrepair_a1-b2'
 'Misrepair_a2-b1' 'Repair' 'Repair' 'Misrepair_a2-b2' 'NA' 'Repair'
 'Misrepair_a2-b2' 'NA' 'NA' 'NA' 'NA' 'NA' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'NA' 'Misrepair_a1-b2' 'Misrepair_a1-b1'
 'Misrepair_a2-b2' 'NA' 'NA' 'Misrepair_a2-b2' 'NA' 'NA' 'NA' 'NA' 'NA'
 'Misrepair_a1-b2' 'Repair' 'NA' 'NA' 'NA' 'Misrepair_a2-b2' 'NA'
 'Misrepair_a1-b1' 'Repair' 'NA' 'NA' 'Repair' 'NA' 'Repair' 'NA'
 'Misrepair_a2-b1' 'Misrepair_a1-b2' 'Repair' 'Repair' 'Repair' 'NA' 'NA'
 'NA' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'NA' 'Repair' 'NA' 'NA' 'NA'
 'NA' 'Repair' 'Repair' 'Misrepair_a1-b1' 'NA' 'NA' 'NA' 'NA' 'NA'
 'Repair' 'NA' 'Repair' 'Repair' 'Misrepair_a2-b2' 'Misrepair_a2-b2' 'NA'
 'NA' 'NA' 'NA' 'NA' 'Misrepair_a2-b2' 'NA' 'Misrepair_a1-b1'
 'Misrepair_a2-b1' 'NA' 'Repair' 'NA' 'Repair' 'NA' 'NA' 'NA' 'NA' 'NA'
 'Repair' 'Misrepair_a2-b2' 'Misrepair_a1-b1' 'NA' 'NA' 'Misrepair_a2-b1'
 'Misrepair_a2-b1' 'Misrepair_a2-b2' 'Misrepair_a2-b1' 'Repair'
 'Misrepair_a2-b1' 'NA' 'Misrepair_a1-b2' 'Repair' 'Repair' 'Repair'
 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1' 'NA' 'Repair' 'NA'
 'Misrepair_a1-b2' 'Misrepair_a2-b1' 'NA' 'Repair' 'Misrepair_a2-b2' 'NA'
 'Misrepair_a1-b2' 'NA' 'NA' 'Misrepair_a1-b1' 'Repair' 'Misrepair_a2-b1'
 'NA' 'NA' 'NA' 'NA' 'NA' 'Misrepair_a1-b1' 'Misrepair_a1-b1' 'NA' 'NA'
 'NA' 'NA' 'Misrepair_a1-b2' 'NA' 'Repair' 'NA' 'NA' 'Repair' 'NA' 'NA'
 'NA' 'Misrepair_a2-b1' 'NA' 'NA' 'NA' 'NA' 'NA' 'NA' 'Repair' 'NA'
 'Repair' 'NA' 'Repair' 'NA' 'NA' 'NA' 'NA' 'Repair' 'Misrepair_a2-b2'
 'Repair' 'Misrepair_a1-b1' 'Repair' 'Repair' 'Misrepair_a2-b1'
 'Misrepair_a2-b2' 'NA' 'NA' 'Misrepair_a2-b1' 'Repair' 'NA'
 'Misrepair_a2-b1' 'Misrepair_a2-b1' 'Misrepair_a2-b2' 'NA' 'Repair'
 'Misrepair_a1-b2' 'Misrepair_a2-b2' 'NA' 'NA' 'NA' 'Repair'
 'Misrepair_a1-b1' 'NA' 'Repair' 'NA' 'Misrepair_a2-b1' 'NA' 'Repair'
 'Repair' 'NA' 'NA' 'NA' 'NA' 'Misrepair_a2-b1' 'NA' 'NA' 'Repair'
 'Repair' 'NA' 'NA' 'NA']","[26.365    nan    nan    nan  8.29     nan  2.215 12.7      nan 17.895
    nan    nan    nan    nan  0.    11.455    nan    nan    nan  4.91
  5.335    nan 17.43     nan    nan 25.78     nan    nan    nan  0.
  2.775  2.75  13.375    nan    nan 25.85     nan 13.085    nan 25.71
    nan 12.18     nan 26.235 19.985  7.53     nan 28.62   2.965    nan
    nan    nan    nan 17.79     nan    nan  3.76   9.6      nan  0.195
  0.84     nan  0.51     nan    nan 16.175 24.11     nan  6.685 17.625
    nan    nan    nan  2.455    nan    nan    nan    nan  0.405    nan
    nan    nan    nan    nan    nan    nan    nan 19.185 28.285    nan
    nan  9.98     nan    nan 29.92  29.16   1.48   4.605 12.09     nan
 29.665  0.835    nan    nan    nan    nan    nan 21.25   0.035  1.585
 13.375    nan  0.44   2.92  18.03     nan    nan  7.035    nan    nan
    nan    nan    nan 12.28   2.845    nan    nan    nan 28.07     nan
 22.215  0.38     nan    nan  9.08     nan 19.83     nan 11.095 21.635
 28.075 14.505  0.24     nan    nan    nan  0.18   1.31     nan  4.34
    nan    nan    nan    nan  3.155 21.63   9.07     nan    nan    nan
    nan    nan  5.395    nan  2.91  12.175  4.48   4.01     nan    nan
    nan    nan    nan  3.74     nan  3.06   7.775    nan  3.15     nan
  2.9      nan    nan    nan    nan    nan 11.34   4.925 22.89     nan
    nan 20.005  6.055 27.77  19.22   4.125 26.475    nan  5.335  3.515
  3.62  15.    25.     2.3   23.27     nan 22.41     nan  0.035  1.635
    nan  4.14  10.155    nan 19.09     nan    nan 23.445  4.92   1.125
    nan    nan    nan    nan    nan 21.33  20.155    nan    nan    nan
    nan  0.275    nan  1.25     nan    nan  5.95     nan    nan    nan
 27.095    nan    nan    nan    nan    nan    nan  7.335    nan 26.16
    nan  0.45     nan    nan    nan    nan 27.53  18.15  24.615  8.07
 20.39   2.19  18.865 15.96     nan    nan  0.585 16.245    nan 15.175
 10.27   3.745    nan  0.345 12.11   1.695    nan    nan    nan  6.15
 18.44     nan  0.715    nan  9.84     nan  1.055  3.965    nan    nan
    nan    nan 11.26     nan    nan  3.225  9.745    nan    nan    nan]",11.213652482269504,1.538016867174795,"Counter({'NA': 159, 'Repair': 71, 'Misrepair_a2-b1': 23, 'Misrepair_a2-b2': 19, 'Misrepair_a1-b1': 17, 'Misrepair_a1-b2': 11})",0.5035460992907801,0.08252881261625916,0.1276595744680851,"[0.78067244        nan        nan        nan 0.83160137        nan
 1.44308521 0.48253256        nan 0.99134569        nan        nan
        nan        nan 0.47704008 0.49382167        nan        nan
        nan 1.33676866 0.38656757        nan 0.43925005        nan
        nan 0.58848811        nan        nan        nan 1.42326205
 1.57687049 1.40262704 0.84917068        nan        nan 1.56827768
        nan 1.43037305        nan 1.18532915        nan 0.56479739
        nan 2.66236346 0.96739367 0.25448107        nan 0.48646422
 1.22337679        nan        nan        nan        nan 0.65500398
        nan        nan 1.3781703  1.32897693        nan 0.65203488
 0.53176532        nan 1.18735838        nan        nan 0.87552019
 1.01074272        nan 2.24139252 0.3160645         nan        nan
        nan 0.30803725        nan        nan        nan        nan
 0.41409776        nan        nan        nan        nan        nan
        nan        nan        nan 2.12626804 0.73771992        nan
        nan 1.27505156        nan        nan 0.47041469 1.34470136
 1.42724656 0.57561603 0.59393094        nan 0.53684712 1.07472451
        nan        nan        nan        nan        nan 0.45082664
 0.89398837 1.19098285 0.49547265        nan 0.45551462 0.33918375
 1.20651212        nan        nan 0.62070108        nan        nan
        nan        nan        nan 1.57055278 1.27926924        nan
        nan        nan 2.13152376        nan 0.59872563 0.64554301
        nan        nan 1.20954367        nan 0.80710813        nan
 0.55508361 1.04156234 1.62457649 0.75573921 0.30122499        nan
        nan        nan 0.87777386 0.33768963        nan 0.76287593
        nan        nan        nan        nan 0.68890453 0.33442838
 0.39910206        nan        nan        nan        nan        nan
 0.76198908        nan 0.862556   1.10077876 1.41626939 0.24736568
        nan        nan        nan        nan        nan 2.70914366
        nan 0.29226262 0.85896569        nan 0.42136617        nan
 1.30426402        nan        nan        nan        nan        nan
 0.89069051 0.55500459 0.85710615        nan        nan 1.30037401
 1.29769343 0.5103735  1.21491574 0.7003556  0.59944425        nan
 0.31161222 0.58296089 2.86536964 2.38374364 0.67373385 1.10105455
 0.81058453        nan 0.26440416        nan 1.79472209 0.56793139
        nan 3.92134434 1.33067636        nan 1.092496          nan
        nan 1.72902146 0.92101068 1.3546947         nan        nan
        nan        nan        nan 0.46833345 1.5642661         nan
        nan        nan        nan 0.72719443        nan 0.79789808
        nan        nan 0.64556713        nan        nan        nan
 0.33365418        nan        nan        nan        nan        nan
        nan 0.65057861        nan 0.99377504        nan 0.58755117
        nan        nan        nan        nan 1.48928133 0.82652924
 0.36954882 0.93407902 1.53781971 0.89843664 1.11155022 0.65629293
        nan        nan 1.15595092 1.12179356        nan 0.32256841
 1.80734016 0.70529791        nan 1.34747987 0.85825597 1.63997485
        nan        nan        nan 0.71370044 0.32262919        nan
 1.05249358        nan 0.36982744        nan 0.72702581 0.3906783
        nan        nan        nan        nan 1.00996732        nan
        nan 0.82290244 0.82392116        nan        nan        nan]",0.9636347357291644
