experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,iterationsNumber,events,FETs,eventsCounter,repair_probability,repair_CIhalflength,MSRG_atEncounter
0_0,100,3,0.2,3,False,0.008,500,0.01,0.01,0.1,200,1000,0.1,10,2,500,"['Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair']","[0.22 1.93 5.11 5.3  3.4  0.28 0.16 5.08 1.39 3.2  5.8  7.   0.01 7.67
 4.2  1.57 9.89 1.44 1.87 5.65 1.06 0.24 0.1  8.63 2.93 5.42 6.59 0.9
 2.68 3.26 0.5  4.22 2.54 6.22 7.42 9.23 2.24 7.39 3.2  9.86 0.07 9.71
 2.46 6.39 0.11 2.65 1.   1.24 0.08 0.   7.4  6.99 0.16 1.22 1.08 0.08
 3.4  2.54 4.91 8.88 5.42 0.45 3.68 0.44 0.14 6.48 2.72 3.3  4.45 2.36
 9.53 3.39 0.47 7.37 2.13 0.01 5.66 3.48 0.32 7.63 2.85 0.78 0.63 0.26
 0.   1.87 1.41 6.71 0.01 0.63 3.24 1.58 0.01 3.36 1.63 0.45 3.11 1.76
 3.56 0.23 4.14 0.04 2.86 8.69 8.85 3.37 1.95 0.5  0.22 3.66 0.   0.91
 8.43 8.86 1.69 3.95 3.82 3.48 2.57 4.17 1.77 0.03 1.34 3.3  0.04 5.72
 0.02 6.24 0.7  8.16 4.1  4.4  2.87 6.   1.4  0.   3.02 0.13 0.21 1.11
 4.02 0.09 9.54 2.23 8.93 4.38 2.03 6.85 3.46 0.31 0.1  2.65 2.95 8.28
 4.96 5.75 4.28 1.13 2.72 4.18 1.24 6.13 4.66 2.07 3.51 2.84 3.29 0.24
 2.8  3.26 6.15 4.19 2.02 5.41 0.74 3.54 6.85 4.78 9.02 2.88 5.44 4.22
 2.56 0.   0.4  0.72 0.46 0.81 5.48 0.3  2.4  3.9  9.08 0.55 0.74 1.26
 1.92 0.02 5.14 0.05 4.18 5.45 7.46 2.55 7.56 1.49 1.28 0.82 5.31 0.77
 0.1  5.51 2.65 5.05 3.13 5.23 2.25 4.07 2.51 0.68 7.91 1.08 5.71 0.6
 2.58 2.63 2.36 0.   1.68 3.06 2.28 0.14 2.72 0.   7.13 6.65 4.11 0.
 2.62 5.68 0.04 5.15 1.55 0.36 0.13 0.92 4.88 3.41 5.37 0.08 6.61 1.01
 2.28 2.76 4.96 0.   3.44 0.37 1.81 9.09]","Counter({'Repair': 143, 'Misrepair': 117})",0.55,0.060472371313747005,"[0.8394288977121351, 0.7769812214620864, 1.168597003370968, 1.9495368959381147, 1.0554493959453886, 1.9579538879184915, 1.4167160719607035, 0.5988957764983112, 0.30675064389590306, 1.502944858829403, 1.1813336863955473, 1.6440171522331397, 0.4986046091282496, 0.7538234278250665, 0.2991211460198781, 0.7497068621758872, 1.0582673534785725, 0.3078120318919899, 1.495571106814635, 2.1048147277785776, 0.3868248695217361, 0.6198379997399751, 0.6877010000908609, 1.6682611213160814, 0.6411428053751997, 0.2699492196831599, 1.0797758516253695, 1.2784439405275843, 1.2821696979395307, 1.2399074132480044, 0.27721582230187675, 1.9234379343434307, 1.5442182965057267, 0.460533518095091, 0.6931498345795144, 4.225746892693431, 0.7032417001422566, 1.3661151206211315, 0.9166130045360102, 0.7095749915145099, 1.9064835068455483, 0.5777496010311495, 0.8221953324259189, 0.5410720208349258, 0.7951135455930198, 1.7431116431739035, 0.7158688190948322, 0.7362669648478003, 0.4745596917384918, 1.0263401640515346, 0.9268322477113483, 0.5867227407809308, 1.0239780071343452, 1.0318824698608813, 0.29746360061842103, 1.1578732116745478, 1.269851467251818, 0.8106366789535361, 1.2844582124698727, 0.16895970381844186, 0.7817292712652569, 0.5943984356540395, 1.5964302213330046, 2.6848550429526585, 0.35993988462759235, 0.7103979445486253, 2.705381696748355, 1.1351784524068878, 1.011168584312002, 0.8453958269523001, 0.44921522815187154, 0.9542226820006217, 0.8633090841317258, 0.6369521826312035, 1.7316811609550922, 0.6603165417395342, 0.9671991193657766, 2.5431401383056884, 3.022836078691177, 0.5166004236430815, 0.8765027643864375, 0.5867523735333333, 0.6365968363690814, 1.3613108315327915, 0.5530266351567803, 0.41746578658153655, 0.5558085477287934, 2.9896469569741413, 0.639704147212715, 1.1186718063355596, 1.2032197890735752, 1.3669747275333477, 1.8605326573538052, 0.17606679697730498, 1.075503824712975, 0.7870709288453986, 0.9376388843054555, 0.4071761091978259, 1.4596854906160042, 0.960902734535491, 0.8834616255888639, 0.9036353088517068, 1.5990679888670494, 1.3177811872378156, 0.9550536731358362, 0.634900045376226, 2.3338654557210483, 1.3533032429498362, 2.0607258555393213, 1.3339165016409398, 0.916080965167599, 1.917361173265114, 1.2151144854655387, 0.8760440696179329, 0.8789565597607093, 0.7249063215669165, 3.1020865836094202, 0.36943928373826246, 0.6802787399589753, 0.4933715468235756, 0.5893456721856626, 0.7682687962179503, 1.273677598154531, 1.5623000095593675, 0.7370206583960912, 0.7364128518487916, 1.2769292836414916, 0.32314630339140216, 1.1326129392264896, 0.27370268885888616, 2.4533272688034278, 1.9825478435063821, 0.8851793189429609, 0.5654769017210233, 0.9682079319042394, 1.6398272706196244, 1.6930415986048168, 0.747421000596106, 0.6689370060262811, 1.393545827011987, 0.9172585150134264, 0.443256497887355, 1.738440117675413, 0.8664119662469839, 0.6101542296800739, 1.6870018902583297, 0.8070884975896295, 2.6199022389436823, 1.580414185479404, 1.5059300779123397, 0.6776629774998326, 0.9741653070215348, 2.0676295535190135, 1.0911861655987312, 1.4380320503940944, 0.6667533055038005, 1.5887196780654145, 0.7166520303422033, 0.771684348525681, 0.4625240814568501, 1.5644227197675966, 1.3540607692105586, 2.156504475730566, 1.4295430972285672, 1.4282992581153264, 0.6808789306760795, 0.8399384161538929, 0.9624560895071561, 0.7661764120914276, 0.386609214108684, 0.7074630914042049, 1.0541306820516703, 0.6948229182563169, 0.7020591739445717, 1.6427389086519488, 1.169059598241424, 0.43283359132833005, 0.8897396592617025, 1.144061977592257, 0.6976421459324065, 2.103538372974608, 1.3466096235833822, 0.60848817499728, 2.6828737626721617, 1.0969940671347584, 0.2609430446225194, 0.667353171501297, 0.6955591577266964, 0.5649886111186039, 0.8133258523861896, 0.5084928324410561, 0.7771979727779486, 0.3639265251157663, 0.2515708889472367, 1.0499836427566833, 0.5492138338785155, 0.7413846528414028, 0.6156016050774958, 0.8263935905314677, 1.3365852683245878, 0.7779770590248951, 0.33852075087675937, 2.9350373611959104, 1.3904014453904754, 0.8063277795074272, 2.3046909438784264, 0.6355742611998396, 4.101721286850259, 1.3022402532607245, 0.7072230959750975, 0.9676679559478741, 2.589507618502335, 2.2513215786107863, 0.8713222434524436, 5.088438279777232, 0.7233889616350534, 1.365355386120272, 0.5420367728595656, 0.515486394758043, 0.6688136659106186, 2.079381900155159, 0.3863768447006987, 0.46683942036889614, 1.5383540285082646, 0.4418033704398401, 0.17616716495443088, 0.5752112873328533, 1.0188014293278036, 0.9870820216269262, 0.78046425176064, 1.2046842951197667, 0.43850822089941505, 1.6220715316186385, 0.9566684724313891, 0.6850919493129575, 1.4734521491520882, 2.333097752993968, 0.3510611687386932, 0.9322455585016444, 0.720062584902661, 1.4280632127540414, 0.41187454311066884, 0.7382946430986931, 1.950507427995699, 1.4462658683820575, 0.47797310225980655, 1.3431461528805724, 0.3105662018997031, 1.0957704350265893, 1.0539716106430135, 0.375133133529805, 1.4421340285219149, 1.6564923072553668, 1.0744571428613998, 1.263324026748475, 1.0098968874050651, 0.8952749577866335, 1.3407368817018641, 1.2809945340331808, 1.448928257218298]"
0_1,100,3,0.2,5,False,0.008,500,0.01,0.01,0.1,200,1000,0.1,10,2,500,"['Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair']","[8.35 0.65 1.31 0.35 2.65 6.66 0.09 4.19 9.03 9.05 8.98 6.61 0.82 9.47
 0.13 5.19 0.09 6.77 3.14 0.   4.01 5.74 0.68 2.59 2.04 0.8  8.61 2.15
 0.51 3.96 7.06 3.72 0.18 8.34 0.7  0.04 3.17 0.   8.6  0.5  5.18 0.21
 0.32 1.64 0.37 0.1  1.17 7.21 0.61 0.56 6.37 4.83 2.48 0.67 5.67 0.1
 6.4  0.7  3.83 7.69 0.85 8.57 1.27 3.55 0.   3.28 2.37 2.17 0.76 1.09
 0.15 9.39 2.79 5.44 0.01 5.75 0.23 0.84 8.43 6.59 8.75 0.18 4.31 5.27
 0.   0.71 0.74 3.86 5.77 0.9  5.21 8.15 3.45 3.27 1.44 2.08 0.58 6.75
 6.97 6.89 0.26 4.42 9.28 0.   2.13 1.17 0.4  3.88 0.59 0.81 1.43 6.49
 3.96 0.66 1.08 1.12 1.02 0.25 1.39 2.12 0.7  8.39 9.84 2.78 7.96 0.1
 8.33 0.72 5.78 9.91 8.51 6.6  0.54 5.27 0.   0.06 1.08 7.05 2.64 0.11
 3.34 4.33 0.71 2.94 0.98 0.   2.19 6.42 1.65 0.   8.61 0.   7.37 1.48
 4.57 0.42 2.22 0.12 0.08 0.31 2.5  1.39 2.18 0.43 3.05 8.62 7.67 0.02
 0.41 7.71 5.73 0.07 3.13 6.71 0.58 4.32 0.26 5.4  0.04 1.75 1.65 0.1
 2.19 6.57 0.35 3.67 1.52 2.38 9.22 3.66 6.29 1.59 2.17 3.11 3.39 1.05
 0.08 4.83 0.16 0.71 3.73 2.96 1.47 0.87 3.7  4.26 2.36 8.37 3.99 8.22
 7.89 5.37 3.81 1.66 8.21 1.24 9.   1.15 3.85 3.46 6.09 9.19 0.12 9.72
 0.24 0.6  0.14 2.6  3.2  6.38 0.43 7.97 0.93 1.31 1.42 6.93 5.2  0.47
 0.25 9.48 3.09 5.83 0.52 3.14 3.55 7.8  1.66 7.59 5.4  4.93 0.05 0.4
 0.   0.42 3.65 2.09 7.83 3.85 4.11 1.33 0.95 0.7  0.42 2.64 2.77 0.01
 2.43 1.55 3.27 6.72 7.56 5.79]","Counter({'Repair': 151, 'Misrepair': 121})",0.5551470588235294,0.05905869878496145,"[3.6726531551078434, 0.25107725867247305, 0.4942806483390836, 0.9124373263215757, 1.1679451395736147, 0.7230460863066043, 0.7309115508031031, 0.6101342996215776, 0.8233672576436097, 0.5897948743708941, 0.6383891478988407, 0.4317671944176486, 0.6440573737059814, 0.44582713776044997, 0.8310917350225455, 0.46093601974454834, 0.5451113702827908, 0.4460936571811075, 1.04970381665685, 0.8263689167639747, 1.1447432304600829, 2.178340479189116, 0.6521372297639431, 1.0197352311009928, 1.824819837979446, 1.4311118246180212, 0.7722445435640186, 1.2268885978331026, 0.3515947926164579, 2.4509529459866095, 0.47211855637087574, 0.5079413028087123, 1.0139463286398844, 0.8851774275898515, 0.3239045435237948, 1.5373295555652577, 0.8599862496887941, 0.9909073799366652, 0.6796706270057339, 0.8818920812166998, 0.6173502648870963, 0.8693804341499205, 1.7110569767508885, 0.37290822546260727, 0.5042952519472798, 1.3530964472214244, 1.1170491120355903, 1.3403850342959334, 1.9618084660593897, 0.9864575899687092, 0.40391124397844086, 1.2378749829461018, 2.406334530015485, 0.8037332371088078, 0.9077640557457423, 0.40351633812196525, 0.7966658711270376, 0.981584905674013, 1.2904532474983308, 0.8539121809806874, 1.3538734030390396, 0.4641807444830441, 1.3095301260002696, 1.1742633785216503, 0.5635830288095918, 1.1270234759976354, 0.4694814145996883, 1.0642408917559243, 0.6183991470548267, 0.9051791900186911, 0.9905278778625274, 1.0380676200922354, 0.9328513118958179, 0.5401897404129027, 0.9753586277292235, 0.7503592290847, 1.028485306541078, 0.5254653952498858, 0.8901592843708179, 2.0778971948167504, 0.8770918611744445, 0.5858938621122171, 0.6684452522736747, 0.7662259933886797, 0.6449965267057806, 0.3405926018921816, 0.7106463625132728, 0.9314840321120093, 1.0804677270954897, 4.215543642782687, 0.30901092321555707, 2.113506698348751, 0.21869595756838206, 1.0202972807758335, 1.3329211099096145, 0.7428817347153011, 3.8703187280125344, 1.2662238469928666, 2.4851404560837107, 0.8417449041032785, 0.3424426680109386, 1.3190566310849916, 0.9820663591640667, 0.5230166505331465, 3.182895301124918, 1.0695874480260983, 1.1495043105752734, 0.49761143562865195, 1.0257332690329295, 1.4083224853604965, 0.3223143974562083, 1.2998210858248413, 0.7614713425785175, 1.2233451117591667, 2.289172666644792, 0.4725398597126085, 0.6595820359130719, 0.9379739766911893, 1.1119883432479296, 0.5742588093115496, 1.1223595352517897, 0.3006652136711908, 0.6151335669751027, 0.8572261431552586, 2.8870647492403463, 0.9004224342261387, 1.280623147076721, 0.9800168785278097, 1.0981099515231316, 0.8204341979431566, 0.5374302061790744, 0.7761711997205186, 0.23560902858117802, 0.9738806271905928, 1.844202478875106, 0.7103999860711541, 0.8476288843627637, 0.8768976869703125, 1.2711540843422724, 0.8723356742305626, 0.3935237411829148, 1.0103058151070372, 0.6957376529254844, 0.5785620505093936, 0.9753381365242614, 0.5610914048081367, 0.39670929174594166, 0.46525072392626593, 0.9871287840904703, 0.3916500144922299, 1.6250250277540088, 0.46747410049671495, 1.5402589935763555, 0.39175721850253303, 0.5551734346764081, 0.7375049314710607, 2.3031864667029778, 1.7722023078780833, 0.5180921190095908, 1.2273209203662256, 0.26057503576448976, 0.3952555621883127, 0.3844962580474352, 1.1245110341377962, 1.6495145781559792, 1.930587774865046, 0.9245848813486844, 0.5008112324661849, 0.9904630346412394, 1.3469786776049102, 1.3369116133008745, 1.8708433070210873, 0.7260148764190886, 0.47488266123983974, 0.754634780651942, 0.8692435957842669, 0.7960436015375271, 0.8977548433933868, 0.5105255890979795, 0.7267776770324172, 0.4839829614718284, 1.841495848791462, 0.7805826310885222, 0.7081317174287726, 0.798099853658246, 2.601848993580722, 0.8730850240369346, 0.34296586566434656, 0.5510478488333669, 0.24083407983806443, 1.173030237540705, 0.6282231373721843, 0.49917775366658246, 0.9400773582041174, 1.231982340265401, 0.7425593014900476, 0.6600422600502103, 1.4840808194630022, 1.9566779391749711, 2.0846633683476994, 0.4626820246636074, 0.8363545856277612, 0.7581555534805778, 0.891712524499351, 0.7568073110740798, 0.6130089116742728, 0.6590611601385663, 1.8891295771702084, 0.8255322169019164, 0.9954629542872996, 2.201720876660726, 0.8174826697022621, 0.6313750885111848, 2.805179122287082, 2.5521055371627805, 0.858605153801338, 0.5268866816814125, 1.1465247709753184, 0.3245636766101402, 1.0057229304779751, 1.3870546921230456, 1.6053891373969653, 1.1159185939722152, 1.112221607525499, 0.4244910930948129, 0.3938357335713048, 1.732640982708644, 0.32071814969644563, 1.484745046490842, 1.5028356405951775, 0.2902181139872979, 0.6020637158060407, 1.8447119850265536, 0.6829680235526443, 0.6790117955083685, 0.4883944307481554, 0.45011695970771615, 0.9343551331639539, 1.8506553810691364, 1.8271794894248186, 0.6386252886497626, 0.4673583454397878, 1.5828618429701478, 0.3986943174942117, 0.3003694775232705, 0.930510110565629, 0.5899833673554897, 1.6849506363369426, 0.5535475563141552, 0.4792514440703021, 1.3936508353174637, 0.8141987565089204, 0.20531110966083269, 0.7669972284783527, 1.1677760804189563, 0.7602637224112226, 0.619578444574172, 1.7592912721934342, 1.7667081124619168, 1.5629487994748785, 0.8385547662947915, 2.067075792044842, 1.0310575625039125, 0.34207044683544313, 0.6815972666886984, 0.41473253369938606, 1.337576177442504, 1.2504468764120233, 0.8173091917323526, 1.5181024493371036, 0.6640987616891255, 1.1782655108131992]"
