experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,numMaxSteps,encounterDistance,genomicDistance,Nb,selectedSubDomain,iterationsNumber,events,polymerParams,FETs,eventsCounter,repair_probability_CI,MSRG_atEncounter
,,,,,,,,,,,,,,,,,,,,,,,
0,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0.2,200,1000,0.1,12,2,0,200,"['Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[5.21 4.34 7.59 0.31 2.77 0.58 6.79 1.15 3.77 0.69 0.16 1.82 3.02 8.19
 0.01 3.82 4.69 4.4  0.2  3.37 5.66 7.08 5.42 7.97 1.06 6.21 2.72 0.36
 0.98 6.04 0.58 1.02 1.04 3.1  5.3  2.81 8.75 8.49 0.04 2.33 4.52 3.59
 6.33 1.56 3.25 5.   8.66 0.38 0.   4.61 3.97 2.16 8.75 1.69 0.   2.51
 0.14]","Counter({'Misrepair': 30, 'Repair': 27})","[0.47368421052631576, 0.12962426214500894]","[0.7234136180342479, 0.28457083910462133, 0.7227356031525829, 0.4065620597285385, 0.22982607199547242, 0.33864705507947873, 0.21251545421379853, 0.2645200649214185, 1.0876450759862504, 0.9989670122067826, 0.9125538412480975, 0.7954030223273069, 0.8265467170461488, 0.211139465277088, 0.34940382435299533, 1.4642340689693463, 0.4116724121591408, 0.48509859414278667, 0.7119125311259578, 0.7319944424317012, 0.23476188972430304, 0.36097595954247763, 0.24938409285887045, 0.5809575317095507, 0.5756433457560025, 0.4509084624550404, 0.4104563512269586, 1.1562821509180963, 0.6863272533059351, 0.2652538346092731, 0.808307153778929, 0.470942291242889, 0.4985035426495771, 0.46920212790317306, 0.3382431411911008, 0.7607476845922314, 0.5371084007947983, 0.5222987700391202, 0.8633679258891314, 0.7840207292129552, 0.3915573253869615, 0.7185828130412094, 0.3041917285764906, 0.6145139252556967, 0.43540597176124574, 0.43910258531100377, 0.3749888550418261, 0.9459833986051787, 0.633041742606563, 0.5981003135058519, 0.592474513875785, 0.5530605585664328, 0.4516734466751097, 0.5934265090120251, 0.7752925447232509, 0.41873667236281753, 0.45662249663826615]"
,,,,,,,,,,,,,,,,,,,,,,,
0,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0.2,200,1000,0.1,14,2,0,200,"['Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[0.18 9.34 1.87 1.26 0.   1.09 0.01 1.03 0.25 1.25 5.24 7.81 0.84 6.31
 0.12 1.87 2.69 0.82 2.63 3.67 1.2  6.77 0.08 3.16 6.93 7.87 3.26 8.48
 9.2  2.76 9.21 3.82 6.7  2.78 5.37 1.29 6.29 1.94 6.76 0.21 9.96 2.06
 3.67 3.53 4.25 2.41 0.   3.24 4.93 4.52 5.95 0.93 7.08 4.13]","Counter({'Misrepair': 32, 'Repair': 22})","[0.4074074074074074, 0.1310544466920698]","[0.4432219699011764, 0.24325412942544616, 0.974629933130106, 0.5818856636777999, 0.5461076109161178, 0.3742681235197461, 1.423639498035232, 0.20340879610532045, 0.8863810675233356, 0.7441577737101863, 0.4294124203295159, 0.7528056435070907, 0.493878835265687, 0.4848224928461744, 0.7825124807389924, 0.32016300729256303, 0.4524399542056747, 0.2706754882580289, 0.5182363447163583, 0.37783476659959075, 0.513943337996665, 0.25983076713916925, 0.8419702104539415, 0.30870539236202893, 0.3222238959762803, 0.27209491421428206, 0.45510139304043645, 0.17773203668942986, 0.28040641730676763, 0.5635630689757484, 0.7786666265519717, 0.2791738959611645, 0.21946680418342132, 1.1157001527825574, 1.3737940369267294, 0.7573689165900567, 0.5973903116432677, 0.2934861129952589, 0.4145969814402682, 0.34179192123707813, 0.4942558476504743, 0.4142394367691239, 0.8021405304966699, 0.39856712026923496, 1.5181625311378257, 0.3498372075563693, 0.24946800899722807, 0.47314806677689136, 0.8928108047018423, 0.5841674282660374, 0.2997827240289559, 0.7151825962157692, 0.663040965633797, 0.598648138383447]"
,,,,,,,,,,,,,,,,,,,,,,,
0,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0.2,200,1000,0.1,16,2,0,200,"['Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[6.37 9.03 3.01 6.16 1.63 5.77 0.46 0.3  3.89 9.06 0.14 0.54 3.94 9.49
 2.43 7.31 2.34 5.34 1.32 4.44 0.27 0.98 3.62 9.05 7.01 0.   0.56 0.31
 6.87 5.36 1.5  1.52 2.04 6.28 2.57 1.82 4.35 0.2  2.42 0.04 0.87 0.54
 0.37 6.89 2.33 2.37 8.27 6.2  2.1  8.03 5.58 0.46 8.94 8.92 4.65]","Counter({'Repair': 29, 'Misrepair': 26})","[0.5272727272727272, 0.13194644998981064]","[1.4717928684023343, 0.49337521691822983, 0.39437422771483105, 0.5997790409163549, 0.29124559198285427, 0.5256120410563209, 0.5822181926848693, 0.3602174360406657, 1.5822001668279837, 0.41853446217921103, 0.6994994800078431, 0.5297322055931605, 1.3610750695556766, 0.21704008637452885, 0.5369667839393064, 0.6767361842884764, 0.6818433100887864, 0.6589763929216584, 0.6983520408238726, 1.7166683807118621, 0.9024268610653948, 1.000908313402873, 0.21975734624915608, 0.3854924816195069, 0.7672170118260497, 1.7859504686954295, 0.6475949577367625, 0.40804471524666924, 0.2923996327793713, 1.8098801378163398, 1.0617960664417059, 0.6667066725967623, 1.4320060488219106, 0.6539357572730385, 0.46409140127221543, 0.4561655486376697, 0.39127142334271975, 0.23748905883612093, 0.8484383696061965, 0.7917619045536912, 0.45500970990935374, 0.6611158943860282, 0.7432720630007138, 1.023283184369898, 0.5069865574759733, 0.40919162396698383, 0.3167936712245699, 0.29498855622452347, 0.4857244583944687, 0.41485529840385077, 1.2847726383354157, 2.0786259129424085, 0.27491269337601937, 0.2761828580055718, 0.19754983767906695]"
,,,,,,,,,,,,,,,,,,,,,,,
0,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0.2,200,1000,0.1,18,2,0,200,"['Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair']","{'b': 0.2, 'monomersNumber': 100, 'crosslinksNumber': 15}","[3.09 9.86 4.78 8.75 3.54 6.16 5.64 1.12 1.89 5.1  0.54 0.   8.82 4.77
 1.38 0.22 2.62 1.8  3.35 0.35 9.89 6.55 6.53 3.31 8.34 0.81 0.58 2.62
 3.6  6.08 0.98 0.46 1.32 3.76 8.91 0.7  0.45 0.76 3.57 6.11 0.76 1.82
 2.12 0.67 0.69 4.62 1.7  0.08 8.57 6.58 4.93 0.   5.56 4.05 2.47 2.79
 4.69 3.55 8.65 4.83 0.   0.43 4.56 8.22 5.17 6.51 1.78 9.57 0.44 0.15
 4.62]","Counter({'Misrepair': 37, 'Repair': 34})","[0.4788732394366197, 0.11620073332598568]","[0.9346032236741503, 0.35854926613286636, 0.21527616469537944, 0.5093333818765846, 0.576515140683643, 0.8817227222394751, 0.35779504765276043, 1.6221642364010471, 0.34794148850432655, 0.29288257805992696, 1.0586378280646, 0.1988126092309819, 1.3133855151755325, 0.6012052327811924, 0.8854450570226041, 0.7854132322486044, 0.8761380794203348, 0.28892997024644296, 0.44396717204881847, 1.1659746612565283, 0.7219200213318815, 0.27889570421441, 0.2809060216292055, 0.3093110682518458, 0.2477896249425522, 0.5345244337032221, 0.562532856006852, 0.19274756524473446, 0.32654605615079285, 0.7450343803300794, 0.34118636757604553, 1.266510752681432, 0.39850626751910345, 0.4228740902398524, 0.3764135987710642, 0.33331439240186905, 0.9115219608253498, 0.6364227576025658, 1.011422178372337, 1.5022717346926517, 0.7382886231131329, 0.37096761738596185, 0.4448594605555505, 0.8021423877661864, 0.9941255169573293, 0.8245110730771913, 1.3905007628060297, 0.5518722098320761, 0.24248103997894804, 0.42718996731923703, 0.18720509222476056, 0.4276782810605059, 0.31062047057284137, 0.5126510221575618, 0.3834970716049731, 0.5445924584779669, 0.32804487655229475, 0.31487095968888434, 0.6312925308049748, 0.318461964514322, 0.5427755697863009, 0.8545481472697403, 0.3903816279899218, 0.3098122503835325, 1.0517024503669332, 0.725070072544192, 0.6892192772878445, 1.0538055078050212, 0.4919011007424025, 0.514183314757507, 0.5203847410942791]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,2,2,0,200,"['Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair']",,"[8.08 0.03 0.2  4.38 3.76 0.99 6.12 3.6  9.42 3.44 4.47 0.   2.81 1.05
 2.7  7.02 6.5  0.   4.24 5.52 5.54 0.01 0.73 1.39 0.39 2.98 0.75 5.25
 4.05 7.86 2.23 2.28 4.8  0.94 6.99 6.12 0.   3.81 0.63 0.9  0.   0.14
 0.05 0.7  4.96 2.5  3.4  9.28 0.   3.88 0.08 1.84 2.25 5.61 0.69 0.13
 4.89 1.67 2.8  0.23 4.34 1.7  9.79 0.04 3.06 0.06 2.09 0.47 0.9  0.34
 6.29 6.66 0.13 0.91 3.42 2.33 0.27 2.78 4.33 2.02 0.43 0.21 0.03 6.42
 3.16 0.12 0.33 0.76 1.62 0.   1.44 2.42 3.52 4.52 0.02 5.19 7.43 2.89
 0.71 0.01 3.36 0.01 0.51 4.91 0.51 8.47 7.71 1.22 1.37 4.17 0.   0.26
 0.92 0.83 1.92 0.04 0.02 0.05 0.43 2.29 6.2  9.89 4.7  0.25 0.23 0.31
 3.67 6.72 7.8  0.66 3.32 8.68 2.64 0.09 0.05 1.75 1.62 0.85 3.16 1.75
 0.   0.42 2.2  0.69 4.04 0.   1.56 3.8  2.49 0.71 0.16 9.06 1.15 0.15
 8.8  1.59 0.09 0.3  0.   0.02 4.   2.22 2.28 1.48 3.44 3.61 0.51 1.97
 3.07 6.24 8.64 1.6  1.33 0.14 1.73 0.48 0.12 0.04 5.64 0.26 0.08 2.46
 2.93 1.06]","Counter({'Misrepair': 152, 'Repair': 32})","[0.17391304347826086, 0.05476790392859203]","[0.5999665119347474, 0.5952245727121029, 0.9258497202748615, 0.27058265721504193, 0.5210762869674275, 0.2721391230320551, 1.441967577919384, 1.5623807372185947, 0.6682827495392252, 0.42674603607731465, 0.6108203642878774, 0.50665957792831, 2.6364956378345217, 0.3799639256212724, 0.4412169407949878, 0.31068545868352826, 0.5877776027423297, 0.5138967012363534, 0.9676576791016598, 1.1849357116275798, 0.6660125441084301, 0.5129991097651183, 1.4997818284500293, 1.1280769697287758, 1.0259391713493407, 0.6581331592078064, 0.48825098283833057, 0.24435030517672346, 0.40743828196782955, 1.0132731785674127, 0.5067900713147686, 0.9914017178544801, 0.1813099541675054, 1.5087886956755006, 0.7029926534259633, 0.2677101311143074, 0.40614040657425804, 0.8379870858836176, 0.5039720024289625, 0.8040273125156281, 0.28982285248511486, 0.5630124434226179, 1.6689959979981563, 2.189303043535537, 0.8299484470204733, 0.511865074178699, 0.8132269935908628, 0.9101051815733335, 0.16616456349199255, 0.8060141024516662, 0.4169407075881298, 0.3753485949923352, 0.8707672200186921, 0.506042218610751, 1.0056197033835712, 0.5948947764731917, 0.6190126518462642, 0.8802172446100743, 0.5891662392792424, 0.17139805822596302, 0.6813163798542878, 1.0876103080998238, 0.921851902731599, 0.5174341578515067, 0.26524124716748165, 0.4556749914661807, 0.36771051680149114, 0.4907027022828045, 0.7052432741459156, 0.8323451886081789, 0.5831632457082786, 0.6883548867774928, 0.7519479550402549, 0.3883947986614178, 0.33694575980230224, 1.7643539924744271, 0.5781442733163484, 0.5186526318604148, 0.5906902701045081, 0.38777765111527773, 0.6485307079681681, 0.47826783604493966, 0.31945532467000076, 0.3298644746432097, 0.3130313463704316, 0.762569319160481, 0.7268734112400338, 0.5030407916791243, 0.8894027775921213, 0.5089725946161869, 0.4816008592614598, 0.618229258521974, 0.6330009001072855, 0.4199737038676082, 0.5718003672637179, 0.31664245605691727, 0.6989640008155427, 0.5969310599939055, 0.5730911473568607, 0.4162614434267515, 0.6092140038180534, 1.0072916719145077, 0.3666280419156307, 1.1163470926218324, 1.5583421615574062, 1.3705738794819822, 0.6864003202486283, 0.2695428498296312, 0.9528165440286923, 0.40453674097699377, 0.8515004081942685, 0.63669675303692, 0.3589992826929058, 0.4798729037323814, 0.33061376264825093, 0.4204225725480907, 0.8363353820565426, 0.3384585754795152, 1.580345519453516, 0.34939603307110173, 1.0531603412679196, 0.3414414209992358, 0.8675730334335389, 0.7292262615093195, 0.655705275241692, 0.26464829883215646, 0.6455068905706424, 0.4774133558394159, 0.4692373763641697, 0.5995787130894639, 0.16981269553289235, 0.4033057386616178, 0.7364291176601874, 0.6858070740957422, 0.8409345311265709, 2.161269464194412, 0.492668407191134, 0.6969600898828658, 0.4129039931346835, 0.3851811082540232, 0.8386255384326633, 0.5225098403593875, 0.22742779721682954, 0.49383172970392264, 0.34988226470000205, 0.5732954049792367, 0.5584142347002721, 0.9673048921941115, 0.6830962934035942, 1.0946425065285075, 0.8575669375182855, 0.4149026523819591, 0.7904015942327106, 0.487580181299804, 0.4501866963734166, 0.782306126475709, 0.9486906174147935, 0.5953074337679738, 2.593321767927272, 0.6966093671144157, 0.6613180952209267, 0.5934960259697595, 0.5545372730999607, 0.9917957268425082, 1.0032338214287204, 0.9835031151735062, 1.6352920595351257, 0.2543091147560361, 0.5820332052803218, 0.4819288810841252, 0.38540237141377637, 0.6978845162405412, 0.30958013655853084, 0.704996225672395, 0.7178015196639906, 0.34493299752904055, 0.6113066347960371, 1.4102144846235143, 0.7506582130945644, 0.9549413576720153, 0.8199289404989792, 2.966570610210568, 2.302099196446319, 0.41827963950217284]"
,,,,,,,,,,,,,,,,,,,,,,,
1,100,3,0.2,15,TRUE,0.008,200,0.01,0.01,0,200,1000,0.1,4,2,0,200,"['Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair', 'Repair', 'Misrepair', 'Repair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Misrepair', 'Repair', 'Misrepair', 'Repair', 'Repair']",,"[0.67 9.86 3.56 4.87 2.07 5.69 2.59 1.43 1.97 0.2  7.94 0.27 4.22 0.08
 5.59 2.54 1.97 4.72 1.04 0.19 1.6  0.65 2.23 1.88 0.   0.96 0.03 0.69
 1.13 0.7  0.07 0.   9.76 0.67 2.77 0.73 7.06 2.05 5.17 0.01 0.27 5.09
 0.57 5.17 0.53 0.44 0.23 1.33 0.5  3.56 0.14 0.23 2.8  1.15 8.26 1.54
 5.17 1.79 1.18 2.32 4.   4.89 0.01 6.03 1.27 4.92 2.53 6.97 1.38 0.53
 0.02 7.52 0.7  3.01 3.82 1.16 6.69 0.24 7.55 5.44 0.32 0.92 4.08 0.6
 1.53 6.37 2.95 0.01 0.08 0.54 2.01 0.   1.07 0.72 0.76 0.16 0.44 1.53
 0.39 3.56 2.95 3.61 0.04 8.55 3.24 0.08 2.24 6.47 0.05 0.27 1.06 2.58
 0.39 0.26 3.12 0.28 0.02 0.98 6.66 0.   0.27 0.02 0.05 0.02 3.89 4.37
 2.56 0.14 2.27 7.41 0.63 0.01 0.03 2.96 6.74 0.81 6.97 0.18 4.53 0.26
 0.62 0.   6.9  0.34 1.22 7.24 0.23 0.01 4.42 0.01 0.85 8.01]","Counter({'Misrepair': 97, 'Repair': 55})","[0.3618421052631579, 0.07639376270272626]","[0.9113171187459127, 0.7914276706920661, 0.5291311478042494, 0.5911778023492195, 0.2318169678312644, 0.6166089852276657, 0.22703109581235065, 0.21761422835446922, 0.5560641108176881, 0.6140004900352632, 0.31932607051706674, 0.6190507341747424, 0.550163823209202, 0.4433808560844535, 0.6233695651115755, 0.7980534524012215, 0.4386137983656548, 1.3462842971293878, 0.7070241491795809, 0.42179692632038884, 0.512310362740773, 0.24473083696059036, 0.619810497696226, 0.48100149465758035, 0.680115328126882, 0.7517100524016079, 0.49546230288708026, 0.3606621949898181, 0.29101001485012395, 0.3285477626052517, 0.5767973538146611, 0.3436041690338643, 0.7369554283499599, 1.092548258729182, 0.4990712152179836, 0.4147038038808341, 0.4993533351798461, 1.9460941668451082, 0.3119139742415316, 0.8047997082667111, 0.2900859730472527, 0.9380503525087026, 1.629148972887738, 0.3875249804465806, 0.29882723845991777, 0.3926092539483308, 1.0953219725517531, 0.332320555743773, 0.7729992757336761, 1.00796039406072, 0.5108172100549875, 0.293720349120397, 0.2829747656292891, 0.555401296765495, 0.22815308736310874, 0.6040052751408914, 0.24596870550308317, 0.4935465555235842, 0.6468138917551381, 0.34995807829512116, 1.0113720973422466, 0.32149552264597986, 1.339301734732135, 1.1848720774015702, 1.8991318834720357, 0.4577372145522618, 0.549198369095231, 0.22853954258638623, 0.8396136262260946, 0.28121051059216007, 0.6402017270856963, 0.36515934787111787, 0.6849671306929435, 1.007844857790763, 0.34986014932201753, 0.30219961546311797, 0.40746886989307673, 0.34875280293924477, 0.16069431398773162, 0.4648633916395818, 0.6183375082975442, 0.6288650399118196, 1.1453699026777207, 0.394647338352083, 0.6621333398208713, 0.20074243406943143, 0.2170079857204753, 0.5822617918514992, 1.2461494354337161, 0.3851182770214637, 0.2524127926620114, 0.4976886811098105, 0.9619892443076578, 1.1351423679255206, 0.6274529885355509, 0.35539703503526454, 1.3280266313743205, 0.5237119300249792, 0.5858977140306318, 0.3753589954361989, 0.8582726735516552, 0.34840780866768706, 0.3640880800874784, 0.3365013598494887, 1.1471438260689621, 1.9415580072918162, 0.714317310682414, 0.2974122233684246, 1.001832983349277, 0.28994369668557396, 0.3080842106149346, 0.46267224673132185, 0.8625302534246997, 1.1751817575030963, 2.6037446539574334, 0.7088606972374243, 0.7067325809135789, 0.30321225976273847, 0.2915350455013437, 0.2867736838644141, 3.6304529617439205, 1.2319313577323223, 0.4681599886398884, 1.074667122368298, 1.3319282817576237, 0.5141748619019816, 0.29259636662307004, 0.7997227090856934, 0.5676887030117697, 0.3913523698460063, 0.7450554188682904, 0.41872980708578084, 1.117371191204191, 1.5251905063347195, 0.3746344149922117, 0.4826665303583002, 0.5947114633990562, 0.7878519811447698, 0.42711047696938137, 0.905157236551872, 0.500458374822034, 1.8495984206561276, 0.49002376006894066, 0.33643644774654957, 0.4951507488217926, 0.6814038289307602, 0.5599478499930833, 0.6145282305399042, 1.166312176729067, 0.9379374526613852, 0.5534100121409486, 0.4564932936083207]"
,,,,,,,,,,,,,,,,,,,,,,,
