experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,numSteps,excludedVolumeCutOff,waitingSteps,encounterDistance,genomicDistance,Nb,Nc_inDamageFoci,distanceThreshold,A1,B1,iterationsNumber,relaxSteps,a1-a2_ComebackRate,a1-a2_meanComebackTime,a1-a2_meanComebackTime_dx,a1-a2_TakeoffRate,a1-a2_meanTakeoffTime,a1-a2_meanTakeoffTime_dx,a1-b1_ComebackRate,a1-b1_meanComebackTime,a1-b1_meanComebackTime_dx,a1-b1_TakeoffRate,a1-b1_meanTakeoffTime,a1-b1_meanTakeoffTime_dx,a1-b2_ComebackRate,a1-b2_meanComebackTime,a1-b2_meanComebackTime_dx,a1-b2_TakeoffRate,a1-b2_meanTakeoffTime,a1-b2_meanTakeoffTime_dx,a2-b1_ComebackRate,a2-b1_meanComebackTime,a2-b1_meanComebackTime_dx,a2-b1_TakeoffRate,a2-b1_meanTakeoffTime,a2-b1_meanTakeoffTime_dx,a2-b2_ComebackRate,a2-b2_meanComebackTime,a2-b2_meanComebackTime_dx,a2-b2_TakeoffRate,a2-b2_meanTakeoffTime,a2-b2_meanTakeoffTime_dx,b1-b2_ComebackRate,b1-b2_meanComebackTime,b1-b2_meanComebackTime_dx,b1-b2_TakeoffRate,b1-b2_meanTakeoffTime,b1-b2_meanTakeoffTime_dx,aboveTimes,belowTimes,aboveFit,belowFit
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
