experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,numSteps,excludedVolumeCutOff,waitingSteps,encounterDistance,genomicDistance,Nb,Nc_inDamageFoci,distanceThreshold,A1,B1,iterationsNumber,a1-a2_ComebackRate,a1-a2_ComebackAmplitude,a1-a2_meanComebackTime,a1-a2_stdComebackTime,a1-a2_meanComebackTime_dx,a1-a2_TakeoffRate,a1-a2_TakeoffAmplitude,a1-a2_meanTakeoffTime,a1-a2_stdTakeoffTime,a1-a2_meanTakeoffTime_dx,a1-b1_ComebackRate,a1-b1_ComebackAmplitude,a1-b1_meanComebackTime,a1-b1_stdComebackTime,a1-b1_meanComebackTime_dx,a1-b1_TakeoffRate,a1-b1_TakeoffAmplitude,a1-b1_meanTakeoffTime,a1-b1_stdTakeoffTime,a1-b1_meanTakeoffTime_dx,a1-b2_ComebackRate,a1-b2_ComebackAmplitude,a1-b2_meanComebackTime,a1-b2_stdComebackTime,a1-b2_meanComebackTime_dx,a1-b2_TakeoffRate,a1-b2_TakeoffAmplitude,a1-b2_meanTakeoffTime,a1-b2_stdTakeoffTime,a1-b2_meanTakeoffTime_dx,a2-b1_ComebackRate,a2-b1_ComebackAmplitude,a2-b1_meanComebackTime,a2-b1_stdComebackTime,a2-b1_meanComebackTime_dx,a2-b1_TakeoffRate,a2-b1_TakeoffAmplitude,a2-b1_meanTakeoffTime,a2-b1_stdTakeoffTime,a2-b1_meanTakeoffTime_dx,a2-b2_ComebackRate,a2-b2_ComebackAmplitude,a2-b2_meanComebackTime,a2-b2_stdComebackTime,a2-b2_meanComebackTime_dx,a2-b2_TakeoffRate,a2-b2_TakeoffAmplitude,a2-b2_meanTakeoffTime,a2-b2_stdTakeoffTime,a2-b2_meanTakeoffTime_dx,b1-b2_ComebackRate,b1-b2_ComebackAmplitude,b1-b2_meanComebackTime,b1-b2_stdComebackTime,b1-b2_meanComebackTime_dx,b1-b2_TakeoffRate,b1-b2_TakeoffAmplitude,b1-b2_meanTakeoffTime,b1-b2_stdTakeoffTime,b1-b2_meanTakeoffTime_dx
20,100,3,0.2,22,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.276828711276423,2.888518835424849,2.6569863945578236,8.142632118851015,0.33987294009244834,290.6378067366603,1011.5885418081855,0.0175242154203797,0.018874570554410393,0.0007281806734031735,2.5312904350830583,3.2789509767823537,2.2500207468879667,7.109560473702832,0.3173549737850987,307.20821305431645,1023.1660964986181,0.017399823866138267,0.018788387504861222,0.0007727464401323146,2.459647482336758,3.183724375564865,2.379583775185578,7.152480674395049,0.32280623921405965,317.43500007162083,1109.3250193533645,0.017156334231805927,0.01845016594504017,0.0007664675415217968,2.686778595030225,3.5992375659165607,2.2835277044854885,7.33422384726868,0.3302217123598529,197.6301980386046,427.2158033047741,0.016552419354838713,0.017506346352266184,0.0007262806819487281,2.4130512348695876,3.2401882101207526,2.3936452665941244,7.4982300949967975,0.34280100077254666,200.29208493869666,450.2431564044412,0.0158920296570899,0.016668243030473814,0.0007032668965306874,2.2619834066565025,3.0418234828982036,2.183016784452297,7.234218065435235,0.2979953284843426,290.04370879768817,906.8642207468698,0.01691971080669711,0.017386181935399054,0.000664733568499384
21,100,3,0.2,23,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4715468499849065,3.1721947064929714,2.585331111111111,8.184313761453735,0.33817934826960944,285.1304602300039,863.4495559035267,0.016770673813169986,0.017604812286008853,0.0006751509510378711,2.46407734037659,3.2929053737690155,2.29015843179377,7.348674415864951,0.3337914740072888,147.22081768981775,267.59978823785616,0.016869585043319656,0.01845224918320285,0.0007723000559497022,2.4735687841497835,3.1475680968550437,2.648786673296868,8.06582501898834,0.35253223324455146,260.2553432419795,698.9854041803629,0.01745231030097499,0.018483043165514447,0.0007458741890802224,2.7941743237602945,3.596212736874865,2.24348030438675,6.736877516555261,0.2793657355604263,142.68437628719732,255.3932949999531,0.017137917787168652,0.019424365840054733,0.0007462181986030259,2.6801264534420515,3.574880365028201,2.338199613339778,7.219556423923925,0.3110902077639274,345.46458348032013,1395.1063886991508,0.01673565573770492,0.018130045910971726,0.0007193828201443353,2.370551097310755,3.2994353192366903,2.5815093945720253,8.096476322366309,0.32426446809977555,203.87971597086627,449.29418209775014,0.017491000719942407,0.01886695370352923,0.0007016034798763795
22,100,3,0.2,24,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4347067317227995,3.3838624160902437,2.503841584158416,8.135219711666222,0.3173179696145812,200.50105540171188,432.5356685017827,0.017403286545703528,0.018353847574756225,0.0006656062840548006,2.563795369102262,3.5957426944692803,2.3682835144927536,7.251774895013832,0.3024829162096703,311.25106613958275,1058.1245219635298,0.016972049689440993,0.018366756058077045,0.0007092765473330525,2.8960523077232816,3.798765329419059,2.4313675,7.225263598474712,0.3166611390062663,286.4560091740033,868.6236164794147,0.01652571185720357,0.01729991800427961,0.0006990192769261097,2.2967228459506903,2.938005392003787,2.6057878384376387,7.879699722801687,0.32537572089969535,299.6895384619428,970.16381392339,0.016776717557251908,0.017920034203839873,0.0006861898029132214,2.312559649686344,3.066623170936928,2.495653950953679,7.890814516110584,0.3295863743073391,162.1217340602191,309.0757399948182,0.016614603670441236,0.018296215693864394,0.0007086186098314916,2.250458196266605,2.8895191407958594,2.713064260214201,8.132225893223653,0.31745274173392524,169.69790274424855,331.2895234077298,0.017605128205128207,0.01974364701956394,0.0007155179185623135
23,100,3,0.2,25,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.5507865431626047,3.4284783342968823,2.577366606170599,7.847376952484439,0.2930351949849215,176.66040698544083,359.7867369364698,0.016438184663536776,0.017625175313802376,0.00061115882270254,2.704355045818743,3.5561982669620886,2.180106601066011,6.789450349512603,0.2694540948716379,327.0134849790281,1209.655442091234,0.01715821000704722,0.018655059977332432,0.0006863514024997705,2.523086572324415,3.3348457125668314,2.5144473938223935,7.685978076811863,0.33094843916244454,221.76000657079865,510.1489582762962,0.017447810069586574,0.01905259213875745,0.0007555242500314444,2.7128858775440694,3.5188527783794434,2.475050146259925,7.382623724139566,0.29579815172921364,200.1067102569639,441.4626841327779,0.01649946255822286,0.017920859394319515,0.0006648673181205722,2.5878695903016515,3.32347945975547,2.484599916212819,7.437087055011007,0.2983545923585025,243.4704371675542,605.2172874146606,0.017211399711399716,0.0184753855182126,0.0006877854240967213,2.2462993205221937,2.9212660204367262,2.60375769648678,7.98434491961159,0.29782569095606104,185.30110641079784,386.5070292809869,0.016851735015772872,0.018165731209205827,0.0006323817441767436
24,100,3,0.2,26,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4610874619577108,3.33169914295568,2.626992202005199,8.171573300581212,0.3086338635090825,207.84752980581652,476.0552181242554,0.016506522430798604,0.017891492656518605,0.0006255045243849065,2.3448861845707722,3.066299834263535,2.516611960431655,7.421704387735993,0.30845536755071185,278.93475561353415,809.1183318083936,0.017330022918258213,0.018328102758475018,0.0007020834915347053,2.663546775672427,3.3688555297056704,2.293561464690497,7.0157794065428,0.2871013865079234,-1,-1,0.016730625931445607,0.017793590526948143,0.0006731756646362305,2.4943013058913532,3.362886247147411,2.4693994627782043,7.400634590283091,0.28414356623943426,277.97759114007914,825.3010864762086,0.016485771012574455,0.017439779036359432,0.0006217987139016841,2.3259417127983317,2.924503229837811,2.4062969004893966,7.163018842495896,0.2835253740137529,175.13943490644573,349.080674819051,0.016834038054968286,0.017686675067845957,0.0006507228737470745,2.272352762589215,2.940856592817572,2.715221954576738,8.268351455942181,0.30062645448471703,334.34148882746507,1282.298898986294,0.0164047976011994,0.017463549730421957,0.0005927078476620689
25,100,3,0.2,27,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.5261422238864397,3.3729536772052575,2.6292301155676414,7.981713814407015,0.2884236637139082,232.35621702638565,550.5696358357645,0.017383978717114987,0.018219181613665626,0.0006139513200724135,2.8128786154751975,3.8442678966718797,2.4138460031347964,7.199989873852141,0.27934932221354314,313.83358927827624,1103.0409402283412,0.01649425287356322,0.017823086371583967,0.0006423029227477181,3.1235069281757695,4.254069181394807,2.219116579265833,6.585068930681499,0.25922574624148215,172.0211803738997,337.7298749589581,0.01763797292606734,0.019830515874828238,0.0007241331915848482,2.484739639866526,3.10848472191799,2.7089023421992855,7.920399784550804,0.3093065314818796,192.60314199376134,410.65861921378985,0.01704210886682643,0.018943724842916423,0.0006869983117977204,2.464206157279808,3.200962420670511,2.58331762295082,7.506710390635153,0.2978590632003791,320.9721915835073,1148.390918444751,0.01697792571829012,0.018299842510841508,0.0006713924283329789,2.217238233195491,2.7782219342338745,2.72375756496974,8.332037387839836,0.3081281750974732,167.32303686863798,327.239702195801,0.016594893878806524,0.017580989593599262,0.0006043533078074903
26,100,3,0.2,28,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4441907105829497,3.2822406966179436,2.7397284991568296,8.097796745224088,0.2914812305209646,267.5391978961579,758.5126132727938,0.01686046511627907,0.018061744918910338,0.0006073905105024324,2.439252224114889,3.143169895173665,2.2677049446974626,6.951852278957968,0.245756308526205,220.13470896858908,531.820218608211,0.016788445199660152,0.018459742634961293,0.0006088816059296176,2.662180113076305,3.581043757174472,2.5493327526132403,7.538841403217377,0.2758161741173138,274.6482771968825,791.9066570661489,0.016608063049408914,0.017291557087372907,0.0005900638606056967,2.9172144020200754,3.819531947595204,2.32919734904271,7.029906426865082,0.26438738712429055,215.1964354895098,498.64614269477477,0.01698377346484251,0.018179612343129176,0.0006355774775475713,2.438440831623288,3.205562052029475,2.589634996331621,7.967727025874357,0.29910769933836484,266.82790920916864,743.484972218651,0.017123331214240308,0.01803715304189116,0.0006302962197458548,2.359227836527212,2.9869344399199442,2.859797726512872,8.418762961004957,0.3017144751469896,265.5234035814671,735.4490994183944,0.016728251382019204,0.017822910811063145,0.0005958609697850583
27,100,3,0.2,29,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.23278615293986,2.869908908201645,2.9132478055367996,8.426466963975663,0.3034653197453479,344.88828945677926,1404.142758009572,0.016759801053247515,0.018449952837418303,0.0006185364571962532,2.4353746392510276,3.1449670339900972,2.331489767603191,6.899642426815663,0.2518606583345485,211.30215778542288,485.27828418687557,0.01705980066445183,0.01873048896837437,0.0006380072237201369,2.32071457665533,3.0489440466746993,2.6286164658634537,7.741879058012048,0.30409044937312846,211.63075282811334,490.44844343341373,0.016648445507345407,0.01763058313586494,0.0006387212821664218,2.8429241885205903,3.680565102380294,2.303319633259564,6.933385871561,0.241630552287996,205.34480155501933,461.28196170589064,0.016981681931723565,0.01837599399836955,0.0006000325091323975,2.4912069278192517,3.2672828196953856,2.6752256074045504,7.7793663668338215,0.299432570051807,236.642098422927,582.6337075949139,0.016677729837371393,0.01754274165639821,0.0006264032081249246,2.3567204962933626,3.0830306033221997,2.675269525267994,8.047338728827267,0.2760366579203924,204.9520245507468,462.9677512207764,0.016514705882352942,0.017845476000475532,0.0005719372815748877
28,100,3,0.2,30,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4614040063741904,3.180245320400013,2.886594036697247,8.359784327988892,0.29659162264980843,303.8156027686237,997.0293990908503,0.017127840909090912,0.01833876662285164,0.0006058357028087314,2.680269467325167,3.567688984549167,2.501612011790715,7.4345888504514726,0.27971007245883334,250.8210682279163,656.5544457249387,0.017066115702479342,0.017779376967991787,0.0006212884076736084,2.6252407785975653,3.3784484203336564,2.4103442906574397,7.244856967895928,0.2641416982809255,143.40180305221665,254.17963228057675,0.01705696202531646,0.018599521617325917,0.0006328774982467748,2.2892879087682774,2.8186503310120754,2.6835423728813557,7.797001145207947,0.28136667692010175,210.78317120463228,487.03069535629623,0.01651331360946746,0.01791279335958156,0.0006038944484085011,2.5148708205729204,3.3210330513865416,2.43422809237583,7.402136664233959,0.2580482526113673,193.5099297798776,408.95419447337804,0.017281189219227566,0.01847041623174382,0.0006034507486620738,2.2257540068344994,2.946176978438309,2.75279771888628,8.59523847997736,0.30855530260995057,169.63870347175344,335.50014005295037,0.01674163783160323,0.017949054100636845,0.0005973901995510472
29,100,3,0.2,31,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.2582520383496636,2.9162533547044465,2.892413846631481,8.278700994758506,0.2859057608370199,234.8997575407157,566.1817648607533,0.017305089334055227,0.018675318075744886,0.000602248369947674,2.2078295778671735,2.773169494730846,2.592863939105614,7.4905385523892924,0.2614611274488746,323.21244308062836,1204.8013283323319,0.016255543237250557,0.01752621088376332,0.0005718878105944109,2.2589066607373436,2.8242433250149817,2.722670645281612,7.803465284772222,0.2953895770911421,324.3487390429848,1197.90808807737,0.016593548387096774,0.017276479171701605,0.0006081776628801796,2.512836317947451,3.249996261057594,2.3313820689655174,6.997647623965909,0.22780021787361585,169.46751521719295,328.3501248180461,0.01712737457379445,0.01848428712990854,0.000565391538871186,2.2476301823271014,2.8990404548281785,2.7680441230997404,7.59956262542744,0.2868165426076682,331.6789270661945,1238.2915874565672,0.017264301693831897,0.018624242033941425,0.0006525772008411011,2.3005783951869114,3.008751543764397,2.834541055260693,8.420498938013115,0.29161873884146705,257.18437181651024,687.4095708373833,0.01724883657267999,0.018544054629479813,0.0006013619330682502
30,100,3,0.2,32,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.3995094552667307,3.06482547911442,2.768179363274588,8.012498690511038,0.2647744809520396,247.94645056446822,644.2775577356681,0.01688811188811189,0.01805147121202452,0.0005591413878040329,2.335920904341437,3.024521957603354,2.4509100911662998,7.2418593900619115,0.2516658716593085,283.7893092030638,843.0867188708987,0.017242657150699975,0.018520470317293584,0.0006014208732504612,2.284381195245596,3.0347395627741545,2.4132801138159974,7.191761097079364,0.2506350054651393,343.4873582074661,1407.123731770945,0.016319137168141595,0.017327753102295326,0.0005647862455728202,2.352470105303996,3.009540819123917,2.460678474932453,7.431698655181399,0.2523811101356867,140.26825480008702,243.05051986306137,0.017357819905213272,0.019200795377131784,0.0006106576618671055,2.466751986734002,3.101323819845232,2.5139668646452016,7.443193244001429,0.25793379371361574,218.673862684122,515.1937432749546,0.017564242755604156,0.019720209435597415,0.0006390660459519212,2.243517936919483,2.767328565396311,2.7579098608590447,7.973637027682237,0.2718072951452468,251.48237441163644,672.5277666728373,0.016506740681998415,0.017471789717347305,0.0005567693183644767
31,100,3,0.2,33,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.329378074146005,2.915374376455651,2.793881656804734,7.699218629621122,0.2595639493057891,203.60516147537592,449.91830103032635,0.017198912198912203,0.018568849850727827,0.0005857215123151446,2.462025945809425,3.260416200358898,2.664440983606558,7.547060635550837,0.26784527590654583,181.30439574838576,371.25426677720543,0.017104214123006837,0.018428429693425886,0.0006094907906148472,2.3477936539000495,3.0553923689464173,2.3665307071960298,7.056948198230323,0.24359899054488107,198.38907863439863,427.74463808065076,0.01682993197278912,0.017915285971034447,0.0005792301299672084,2.5165518336729686,3.2060085900629565,2.679392753623188,7.792185147802165,0.2600194210411584,253.72155049417952,663.366826779009,0.01665514592933948,0.017226945765613018,0.0005402543076240872,2.583823251502173,3.135240929204084,2.667634424752178,7.308027471829605,0.2482557664589783,176.96024142573597,355.4225419907264,0.017205998421468038,0.018825887056842162,0.000598497837336782,2.2419214041340143,2.7606944511724927,2.861037165082109,8.069731378737464,0.2684651041604411,249.13395395225913,645.003540503085,0.017098157961140555,0.018178321688145687,0.0005659757448899583
32,100,3,0.2,34,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.257377004839245,2.9097470090344077,2.8712548800892357,8.262319646986509,0.2704287877793112,157.90298713184654,292.86820347133795,0.017038169806704185,0.01790004357393175,0.0005487920870044385,2.672625082534086,3.4199347383306336,2.6694347222222223,7.55265178641581,0.24671995835624977,173.98767177656717,344.16346387553745,0.016920634920634926,0.018533994812221136,0.0005676728913615275,2.6634491539892378,3.4444753879486396,2.5579757360959654,7.393800793255733,0.23928151696614083,268.64759224809876,756.6541148784431,0.01717893217893218,0.01833109572110815,0.0005571886408412741,2.398748245465924,3.1370246074260186,2.5953503649635037,7.712442630094558,0.25829602929232126,246.99831161529752,636.4262944154151,0.016938827745072948,0.018212889310706363,0.0005711013856821086,2.317359723724721,2.9461494716980736,2.654161685169371,7.523126221199376,0.2487799320302677,211.68973245228827,486.75124686630045,0.016959578207381372,0.017891845210998444,0.0005556560539722569,2.256456413569168,2.8105378716584517,2.9551690060154687,8.266555773537117,0.2742241804238761,248.70005062964108,643.9933591870488,0.016861368764101284,0.01769887063604805,0.0005492494214633339
33,100,3,0.2,35,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.3973045920591223,2.992147715132515,2.8728550029958058,8.133688962147513,0.27593098156258844,208.81211591376808,478.6019937786449,0.016651459854014602,0.017515545023566354,0.0005542943192822729,2.8567083971761553,3.7379322028857005,2.319234291528873,6.58216486717296,0.20576585330911723,195.99074583677762,422.8337798480866,0.01678829643018527,0.017776418282086343,0.0005237145349581375,2.5082049278056986,3.343617233350877,2.550307073954984,7.565167713562135,0.2658853674083676,319.82873138554606,1164.4942317360094,0.016585909217488166,0.017333712859786934,0.0005669437432447511,2.2905107507934446,2.9847153192286595,2.6274227994227997,7.537081600851413,0.2509618280079949,302.0161679899267,992.1140072017088,0.017096651445966518,0.018606626205785348,0.0005808518734241328,2.377647001010952,3.0164234787941595,2.6716266252119842,7.727838428440403,0.25464502187870464,278.65091052321105,828.7375159910121,0.016764705882352945,0.01814733105766173,0.0005603639651406676,2.365840909003276,3.0324051019622953,2.9255745257452577,8.22454770104243,0.26537188665694766,315.14712557475013,1083.8122518894133,0.017201856700785532,0.018080546763661956,0.0005467531454304956
34,100,3,0.2,36,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4877969900783654,3.187982964907028,2.9038168130489335,8.251526345953259,0.2561982737339353,267.549968114303,744.6975100765859,0.01716770048737262,0.01800878564408565,0.0005253632897145545,2.4031160583233295,3.0470220420399885,2.801595596432553,7.9542894628291965,0.2602742750065582,200.06142510708952,433.74318376196413,0.01707567964731815,0.01827172389096954,0.0005604616554698581,2.525785812998375,3.2359792459014223,2.6853619047619053,7.757000066539271,0.250796340285142,247.6170890456368,627.4056188838308,0.017005730659025792,0.017962086400703247,0.0005440132981361926,2.6578479915631097,3.5586627476107906,2.4460326086956523,7.191484853429507,0.23839049173159724,132.25962918061532,221.64587271831743,0.01687547075069044,0.01815173190636884,0.0005637271955413017,2.3677023942926727,2.8746464456690384,2.83453596287703,7.6382306831572135,0.25495598609631076,203.35596523653743,455.9956281788903,0.01659280830590023,0.017771382612174914,0.0005542857603657145,2.454938576336664,3.1194778711613425,2.879610678531702,8.25380242293577,0.2697741286534419,176.22239037821106,356.8893237782951,0.016811753230919293,0.018160254636160802,0.0005558186569128625
35,100,3,0.2,37,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.184987374072042,2.7473831110789915,2.6318585298196955,7.596300231645491,0.22636794850592373,161.9104000983847,304.3830586204018,0.017386738056013182,0.018929536957506893,0.0005324228955449467,2.2323337483286894,2.8415173115070096,2.6056068162926023,7.50455425078195,0.24484290960000202,154.50238424839372,281.7545631158717,0.017775480418389687,0.0192544179896513,0.0005885897957265484,2.660791628940701,3.531171904960793,2.657519542155221,7.72516925843734,0.2529887936657709,127.15725815126261,208.57395826167442,0.017630679042501225,0.01902815635891228,0.0005828796104594942,2.555783099818484,3.215370272817193,2.5475823723229,7.236593542764569,0.23502836585202877,258.2011564804209,693.6518130126955,0.017050168837433672,0.01821690587458438,0.0005545184962502449,2.408366649784265,3.088606519898576,2.7243486073674754,7.7851183063260105,0.26406635971724185,254.76020598939405,675.2775264781876,0.016771674043217912,0.017574690967331823,0.0005558039320956175,2.2815461736310136,2.859189667511122,2.629065585331453,7.619256870659752,0.22896544472064478,166.6885362343799,322.2343417242714,0.017218959731543627,0.018808484883579224,0.0005338776748832948
36,100,3,0.2,38,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.3173676227663287,2.9391941005325295,2.8866006787330316,8.306593326529985,0.2448882149298434,165.92660200288768,318.3507684423032,0.01742491433178795,0.019382101272713826,0.0005393520283062444,2.3867514600645188,2.9764929149633823,2.622584541062802,7.691644160398726,0.23430150865294788,299.58947044896917,983.9316177985679,0.01651016042780749,0.017690979407050365,0.0005071274755301333,2.499805511699307,3.2047362488525,2.7662856446502557,7.7916495042376175,0.23841562874125177,231.8991991733199,557.9343035321151,0.01688756756756757,0.01804571692919619,0.0005200850181384235,2.3561234135371416,3.0125076138542917,2.590239811133201,7.454783278107704,0.23033615225122198,215.6491314042019,507.73765746063646,0.016885607229446774,0.018678477606895085,0.0005435170317908129,2.496091772667382,3.2652802683129933,2.6121810584958216,7.3594970198407665,0.24074483633264637,293.01644076470114,901.9212262028799,0.01716736094094585,0.01827768259592867,0.0005607817934408935,2.3965929094693013,2.943309963349414,2.9867293413173654,8.407877912138504,0.2550434815771568,176.73689180176592,359.7000901246378,0.016870212765957446,0.018219178752699468,0.0005208779093567813
37,100,3,0.2,39,False,0.008,800,0.005,0.01,15000,0,250,0.05,30,2,0,0.05,30,59,800,2.4693899587132813,3.1226258128371738,2.837069160997732,7.85927209596644,0.2319632053597543,208.2495990198435,470.9555411952429,0.016777193691872222,0.01782802141697857,0.0004968578576959135,2.1421848518035906,2.6642770997910747,2.68399857448325,7.839709269104895,0.2368462789077544,277.79050551953213,813.7411911144541,0.016826902804132408,0.01780398394276039,0.0005066950982421971,2.3899452355984705,3.0413380508121923,2.750114484818318,7.87275316493868,0.2434320409961318,323.0167965615621,1168.360685958532,0.016946522887323946,0.01819790464609261,0.0005291250165628137,2.3868567283770794,3.022329381195209,2.7208899973746385,7.678888124992677,0.24386469194572,193.27171757104952,413.90384069764673,0.017208016586040084,0.019031255956962628,0.0005661462417583874,2.280368163789369,2.744420558131183,2.745825120040435,7.70145864409121,0.2399639675227397,311.24817650277356,1052.9954699868124,0.017170231729055258,0.018281273981253992,0.0005348550549433941,2.4545380491850497,3.290719689065719,2.6823592772758857,7.836292111392703,0.23376294164443287,204.29302532888278,460.37418253164907,0.016530212414930915,0.017607143790300064,0.000495585841298392
