experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,numSteps,waitingSteps,Nb,Nc_inDamageFoci,A1,B1,monomersMSD,A.0,alpha.0,A.1,alpha.1,A.2,alpha.2,A.3,alpha.3,A.4,alpha.4,A.5,alpha.5,A.6,alpha.6,A.7,alpha.7,A.8,alpha.8,A.9,alpha.9,A.10,alpha.10,A.11,alpha.11,A.12,alpha.12,A.13,alpha.13,A.14,alpha.14,A.15,alpha.15,A.16,alpha.16,A.17,alpha.17,A.18,alpha.18,A.19,alpha.19,A.20,alpha.20,A.21,alpha.21,A.22,alpha.22,A.23,alpha.23,A.24,alpha.24,A.25,alpha.25,A.26,alpha.26,A.27,alpha.27,A.28,alpha.28,A.29,alpha.29,A_monomers,alpha_monomers
1,30,3,0.2,50,False,0.008,200,0.005,0.01,0,3000,20000,2,0,12,18,"[[0.         0.00027139 0.00050175 ... 0.03107133 0.03152304 0.03198965]
 [0.         0.00024639 0.0004979  ... 0.02811756 0.02816117 0.02817304]
 [0.         0.00025796 0.00051574 ... 0.02920265 0.02910148 0.02881901]
 ...
 [0.         0.00023986 0.00047069 ... 0.02725785 0.02747306 0.02781439]
 [0.         0.000231   0.00049328 ... 0.02699836 0.02725416 0.02721411]
 [0.         0.00025189 0.00047518 ... 0.03601885 0.03583146 0.03585941]]",0.02235175248506096,0.16390309101783093,0.017245996826586743,0.1829426040955727,0.017590412310769236,0.18242052385012186,0.018243187971970748,0.15635469697927715,0.01749766827674727,0.18571102298370512,0.01685690572100841,0.1723905497284921,0.01834153229889985,0.18908742367213466,0.017527277464815322,0.1794098559148198,0.019542437639873036,0.18283357529622887,0.01773498808728496,0.17651550863833673,0.017032067769872206,0.20340696921986218,0.01614739473601145,0.28718022684739936,0.04851517342055993,0.36163494544397184,0.047898137618921977,0.36993678703289257,0.01721596430518891,0.2701060799821918,0.01824825467019931,0.14568101648020526,0.017544986651752244,0.18055321406924493,0.017127210097572506,0.2456137391948174,0.0480803156746028,0.36244752807889435,0.05427141640856594,0.3235438146361352,0.018765417183956957,0.2374605645054804,0.017424088316145215,0.17356489373108522,0.01798434812445745,0.1616650914288799,0.01693939808298007,0.18111277218061672,0.01780621055257336,0.18308316417178036,0.0180153216315513,0.18219020289082527,0.018936327322576194,0.1698491819052367,0.01801391467045301,0.1812468031461853,0.01772378562696869,0.17682222394610156,0.020721965681031764,0.2043019653603167,"[0.02235175 0.017246   0.01759041 0.01824319 0.01749767 0.01685691
 0.01834153 0.01752728 0.01954244 0.01773499 0.01703207 0.01614739
 0.04851517 0.04789814 0.01721596 0.01824825 0.01754499 0.01712721
 0.04808032 0.05427142 0.01876542 0.01742409 0.01798435 0.0169394
 0.01780621 0.01801532 0.01893633 0.01801391 0.01772379 0.02072197]","[0.16390309 0.1829426  0.18242052 0.1563547  0.18571102 0.17239055
 0.18908742 0.17940986 0.18283358 0.17651551 0.20340697 0.28718023
 0.36163495 0.36993679 0.27010608 0.14568102 0.18055321 0.24561374
 0.36244753 0.32354381 0.23746056 0.17356489 0.16166509 0.18111277
 0.18308316 0.1821902  0.16984918 0.1812468  0.17682222 0.20430197]"
