experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,numSteps,waitingSteps,Nb,Nc_inDamageFoci,A1,B1,A.0,alpha.0,A.1,alpha.1,A.2,alpha.2,A.3,alpha.3,A.4,alpha.4,A.5,alpha.5,A.6,alpha.6,A.7,alpha.7,A.8,alpha.8,A.9,alpha.9,A.10,alpha.10,A.11,alpha.11,A.12,alpha.12,A.13,alpha.13,A.14,alpha.14,A.15,alpha.15,A.16,alpha.16,A.17,alpha.17,A.18,alpha.18,A.19,alpha.19,A.20,alpha.20,A.21,alpha.21,A.22,alpha.22,A.23,alpha.23,A.24,alpha.24,A.25,alpha.25,A.26,alpha.26,A.27,alpha.27,A.28,alpha.28,A.29,alpha.29,A.30,alpha.30,A.31,alpha.31,A.32,alpha.32,A.33,alpha.33,A.34,alpha.34,A.35,alpha.35,A.36,alpha.36,A.37,alpha.37,A.38,alpha.38,A.39,alpha.39,A.40,alpha.40,A.41,alpha.41,A.42,alpha.42,A.43,alpha.43,A.44,alpha.44,A.45,alpha.45,A.46,alpha.46,A.47,alpha.47,A.48,alpha.48,A.49,alpha.49,A.50,alpha.50,A.51,alpha.51,A.52,alpha.52,A.53,alpha.53,A.54,alpha.54,A.55,alpha.55,A.56,alpha.56,A.57,alpha.57,A.58,alpha.58,A.59,alpha.59,A.60,alpha.60,A.61,alpha.61,A.62,alpha.62,A.63,alpha.63,A.64,alpha.64,A.65,alpha.65,A.66,alpha.66,A.67,alpha.67,A.68,alpha.68,A.69,alpha.69,A.70,alpha.70,A.71,alpha.71,A.72,alpha.72,A.73,alpha.73,A.74,alpha.74,A.75,alpha.75,A.76,alpha.76,A.77,alpha.77,A.78,alpha.78,A.79,alpha.79,A.80,alpha.80,A.81,alpha.81,A.82,alpha.82,A.83,alpha.83,A.84,alpha.84,A.85,alpha.85,A.86,alpha.86,A.87,alpha.87,A.88,alpha.88,A.89,alpha.89,A.90,alpha.90,A.91,alpha.91,A.92,alpha.92,A.93,alpha.93,A.94,alpha.94,A.95,alpha.95,A.96,alpha.96,A.97,alpha.97,A.98,alpha.98,A.99,alpha.99,A_monomers,alpha_monomers
1,100,3,0.2,50,True,0.008,500,0.005,0.01,0,12000,2000,2,0,45,55,0.043457449051198825,0.3343344888807864,0.028492422155016937,0.3803022125702574,0.027092474033333598,0.35840787552707926,0.028703907315629742,0.32533017896146377,0.03188238308626686,0.2690320012182296,0.031538117143661365,0.2663077377178735,0.034695054885781264,0.2368207501278661,0.0333690260641073,0.24356592003403052,0.03345601643356052,0.24061195690593543,0.035384343772266964,0.22704248810055722,0.0339671829895264,0.23969082895630717,0.03216132940285365,0.2508788898345956,0.03127465756146623,0.2471266136921129,0.032554140907192546,0.2394701682097056,0.03421107840286347,0.23060349889404466,0.03248679567103846,0.24421576201951734,0.032863904682847694,0.24000892848835942,0.032733029825555336,0.2376189466275148,0.03425905153338665,0.24327559972660256,0.03283845760260267,0.255806235644713,0.03262659505845015,0.25778595340909205,0.03153014645695444,0.264622751194248,0.03337018380319877,0.2529308564466152,0.03189768289169157,0.24769370941874003,0.032693301584439546,0.23840279204158943,0.03326277751150684,0.24177457121289028,0.03388615313694875,0.23866930185083218,0.03436964082293249,0.22655706852801788,0.03255258585133145,0.2410981131175075,0.03343574590154828,0.24366924882043128,0.03166006785575477,0.2506356944792498,0.03494092256435357,0.23523063232268923,0.033655243708411255,0.22665967959868333,0.03089579941141397,0.24875309530767012,0.033655268501026674,0.2397865100619612,0.03148188479121938,0.26032076014284294,0.03177511139346742,0.24957235290517626,0.03244926488660069,0.24950602795384427,0.033422959860644585,0.24606461600076246,0.034557223961598244,0.23318587661576487,0.03273691665208137,0.2475677161062292,0.033073439761415156,0.24727534172327406,0.030486835788345226,0.26403433721883357,0.030403646147990772,0.27663239428113634,0.031289885116085915,0.3034827484746352,0.047511281427819504,0.26851654797774677,0.04910315091988642,0.2553989393050476,0.032759527843205516,0.2873325884712737,0.03287679425102911,0.25533435218309325,0.031808934316595434,0.24931337420806168,0.03116827246955394,0.25416011361779045,0.03438397835205103,0.238833931662601,0.03425653548426295,0.23610162510082108,0.03271162388459486,0.26511095802009504,0.03475716495945152,0.27124242029838797,0.051324904552389444,0.24236971943826208,0.04835737563015082,0.2800972920460346,0.03466521599442944,0.2945307776230785,0.03428490553810963,0.2551298245395873,0.03226610456517443,0.259062936422508,0.03323228298345679,0.24087794424450099,0.03195947253669545,0.24379366514499928,0.033737003541480265,0.2362213903869589,0.0328380681311724,0.23642567878265966,0.03372735501516968,0.2260145433935176,0.03420200502547067,0.22897566007480397,0.031385496365129835,0.24908258600909347,0.03268131063792381,0.2466900806757727,0.030853577819877572,0.25989401659404326,0.03323576629626646,0.24235828566601553,0.0315757232146091,0.25748942524812113,0.030771719092318975,0.2649902640477033,0.030666426392230335,0.26686559218567724,0.03266595063980395,0.2633449350805286,0.03242522252704918,0.25419483354375005,0.030693603376116867,0.25603875720347075,0.03327645522047344,0.2401147527296895,0.03375002419506054,0.22984938507583885,0.03599693672201767,0.2175134216305166,0.03375879542421648,0.23527211841207774,0.03252368728707104,0.2529529591974116,0.033579383007157605,0.23201030217003257,0.03291604984853244,0.23860806457202444,0.03612857557585298,0.22578728566970882,0.034113924586635924,0.23024672020829218,0.03402185115317785,0.23514245463142025,0.034674963686941306,0.2359397045403822,0.037276782727820375,0.22917654716657299,0.034733491345885346,0.225940529473371,0.031270746042728295,0.25651649482740585,0.032572295437580355,0.2626243874594977,0.03458036916728234,0.2570927919306218,0.03176741198691165,0.27171580782191196,0.030039451430832167,0.28701897140363253,0.03086630511453142,0.2770206087635058,0.03212169308414081,0.274809112259154,0.033012530971590806,0.2799508136127591,0.03197620288059043,0.3116283646722842,0.03404108023864102,0.3253687952370711,0.05057770792595931,0.2858479774755523,"[0.04345745 0.02849242 0.02709247 0.02870391 0.03188238 0.03153812
 0.03469505 0.03336903 0.03345602 0.03538434 0.03396718 0.03216133
 0.03127466 0.03255414 0.03421108 0.0324868  0.0328639  0.03273303
 0.03425905 0.03283846 0.0326266  0.03153015 0.03337018 0.03189768
 0.0326933  0.03326278 0.03388615 0.03436964 0.03255259 0.03343575
 0.03166007 0.03494092 0.03365524 0.0308958  0.03365527 0.03148188
 0.03177511 0.03244926 0.03342296 0.03455722 0.03273692 0.03307344
 0.03048684 0.03040365 0.03128989 0.04751128 0.04910315 0.03275953
 0.03287679 0.03180893 0.03116827 0.03438398 0.03425654 0.03271162
 0.03475716 0.0513249  0.04835738 0.03466522 0.03428491 0.0322661
 0.03323228 0.03195947 0.033737   0.03283807 0.03372736 0.03420201
 0.0313855  0.03268131 0.03085358 0.03323577 0.03157572 0.03077172
 0.03066643 0.03266595 0.03242522 0.0306936  0.03327646 0.03375002
 0.03599694 0.0337588  0.03252369 0.03357938 0.03291605 0.03612858
 0.03411392 0.03402185 0.03467496 0.03727678 0.03473349 0.03127075
 0.0325723  0.03458037 0.03176741 0.03003945 0.03086631 0.03212169
 0.03301253 0.0319762  0.03404108 0.05057771]","[0.33433449 0.38030221 0.35840788 0.32533018 0.269032   0.26630774
 0.23682075 0.24356592 0.24061196 0.22704249 0.23969083 0.25087889
 0.24712661 0.23947017 0.2306035  0.24421576 0.24000893 0.23761895
 0.2432756  0.25580624 0.25778595 0.26462275 0.25293086 0.24769371
 0.23840279 0.24177457 0.2386693  0.22655707 0.24109811 0.24366925
 0.25063569 0.23523063 0.22665968 0.2487531  0.23978651 0.26032076
 0.24957235 0.24950603 0.24606462 0.23318588 0.24756772 0.24727534
 0.26403434 0.27663239 0.30348275 0.26851655 0.25539894 0.28733259
 0.25533435 0.24931337 0.25416011 0.23883393 0.23610163 0.26511096
 0.27124242 0.24236972 0.28009729 0.29453078 0.25512982 0.25906294
 0.24087794 0.24379367 0.23622139 0.23642568 0.22601454 0.22897566
 0.24908259 0.24669008 0.25989402 0.24235829 0.25748943 0.26499026
 0.26686559 0.26334494 0.25419483 0.25603876 0.24011475 0.22984939
 0.21751342 0.23527212 0.25295296 0.2320103  0.23860806 0.22578729
 0.23024672 0.23514245 0.2359397  0.22917655 0.22594053 0.25651649
 0.26262439 0.25709279 0.27171581 0.28701897 0.27702061 0.27480911
 0.27995081 0.31162836 0.3253688  0.28584798]"
