experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,numSteps,waitingSteps,Nb,Nc_inDamageFoci,A1,B1,monomersMSD,monomersAC,A.0,alpha.0,ac_A.0,ac_alpha.0,A.1,alpha.1,ac_A.1,ac_alpha.1,A.2,alpha.2,ac_A.2,ac_alpha.2,A.3,alpha.3,ac_A.3,ac_alpha.3,A.4,alpha.4,ac_A.4,ac_alpha.4,A.5,alpha.5,ac_A.5,ac_alpha.5,A.6,alpha.6,ac_A.6,ac_alpha.6,A.7,alpha.7,ac_A.7,ac_alpha.7,A.8,alpha.8,ac_A.8,ac_alpha.8,A.9,alpha.9,ac_A.9,ac_alpha.9,A.10,alpha.10,ac_A.10,ac_alpha.10,A.11,alpha.11,ac_A.11,ac_alpha.11,A.12,alpha.12,ac_A.12,ac_alpha.12,A.13,alpha.13,ac_A.13,ac_alpha.13,A.14,alpha.14,ac_A.14,ac_alpha.14,A.15,alpha.15,ac_A.15,ac_alpha.15,A.16,alpha.16,ac_A.16,ac_alpha.16,A.17,alpha.17,ac_A.17,ac_alpha.17,A.18,alpha.18,ac_A.18,ac_alpha.18,A.19,alpha.19,ac_A.19,ac_alpha.19,A.20,alpha.20,ac_A.20,ac_alpha.20,A.21,alpha.21,ac_A.21,ac_alpha.21,A.22,alpha.22,ac_A.22,ac_alpha.22,A.23,alpha.23,ac_A.23,ac_alpha.23,A.24,alpha.24,ac_A.24,ac_alpha.24,A.25,alpha.25,ac_A.25,ac_alpha.25,A.26,alpha.26,ac_A.26,ac_alpha.26,A.27,alpha.27,ac_A.27,ac_alpha.27,A.28,alpha.28,ac_A.28,ac_alpha.28,A.29,alpha.29,ac_A.29,ac_alpha.29,A_monomers,alpha_monomers,ac_A_monomers,ac_alpha_monomers
1,30,3,0.2,50,False,0.008,100,0.005,0.01,0,3000,4000,2,0,12,18,"[[0.         0.0002376  0.00047181 ... 0.03301468 0.03306443 0.03352137]
 [0.         0.00023235 0.00043323 ... 0.02119127 0.02143294 0.02166467]
 [0.         0.00026415 0.00054699 ... 0.02693299 0.02661236 0.02645794]
 ...
 [0.         0.00026921 0.00052197 ... 0.02553751 0.02535946 0.02495145]
 [0.         0.00025858 0.00052608 ... 0.02293716 0.02307093 0.0228284 ]
 [0.         0.00024647 0.00050332 ... 0.03392113 0.03315051 0.03297439]]","[[0.         0.00024227 0.00048209 ... 0.03366531 0.03350431 0.03352137]
 [0.         0.00024174 0.00047968 ... 0.02160124 0.02160763 0.02166467]
 [0.         0.000242   0.00048133 ... 0.02660007 0.02642209 0.02645794]
 ...
 [0.         0.00024174 0.0004799  ... 0.02497681 0.02499002 0.02495145]
 [0.         0.00024232 0.00048177 ... 0.02273568 0.02289899 0.0228284 ]
 [0.         0.00024153 0.00047924 ... 0.0333715  0.03320143 0.03297439]]",0.020626782667122194,0.22781895391592205,0.02095756710830368,0.22604403849774346,0.01652383459836936,0.15475491168161865,0.017429330546986498,0.16040570962779008,0.01796482038674258,0.1445500392259558,0.01792985767148035,0.14052611610905247,0.016772785042262768,0.14285726485028563,0.017715291056900347,0.15337166943309222,0.01642402891025511,0.15323593751799877,0.01720639974949109,0.1531517185854599,0.017073423445160843,0.14770162964360042,0.017755486391387444,0.15563252527731947,0.016886973482416804,0.17218657453865474,0.01731382778856776,0.18498073212838761,0.016011124805664943,0.17564089591828075,0.016340119860616637,0.17578849828919973,0.017291717929266957,0.1877038428847664,0.01679863224440423,0.17783574795406146,0.01710410310914065,0.18049434308085222,0.017510719927850756,0.15919013660160342,0.017584346380671717,0.17217296615439667,0.017772034823573302,0.1830564772487027,0.01897712349763182,0.239550245709837,0.018135735502441637,0.27461669781737913,0.04755762186298867,0.33586649787951683,0.048113666493791646,0.3587097304870732,0.045888164857243445,0.35044609599323334,0.04879051376097045,0.3400680029239896,0.01770656433289723,0.25341318879269165,0.018943184854635593,0.2442866894659203,0.019367719215252203,0.1713763045802796,0.018099291622484314,0.1977497517115664,0.01816343763882234,0.15231244461512547,0.017401790065184004,0.16710891876336045,0.01633386735412351,0.25852564950552726,0.016552926000945888,0.22568236297335942,0.05087006926387247,0.32828572597050326,0.05297003492948607,0.30991149122418965,0.052371186099500686,0.3105861588283201,0.04809420485017789,0.3448320264503249,0.017969317852429043,0.21485906274085875,0.01775952356048431,0.2278604987932104,0.018319528685500443,0.1551087083032579,0.017385266927541648,0.18621245504441528,0.017557787789463954,0.17239681183294944,0.01707510299251901,0.17631157139319165,0.018114645234756418,0.17458210102402946,0.01841098753958473,0.18128723246257109,0.015137127137358052,0.23425105403703644,0.017059583899891245,0.19171483585302518,0.016128356277310737,0.21278125661598574,0.01667060711611654,0.18489846516131472,0.017660040906951235,0.16628650980322704,0.01742494422187527,0.17779257963410855,0.019069549009504454,0.167116545443965,0.018264901215879887,0.16430887006799305,0.019010694440512173,0.13889498194022204,0.01767727858008616,0.16315133279917937,0.02052375917099812,0.1935107348949877,0.020109976135256443,0.17338077073751776,"[0.02062678 0.01652383 0.01796482 0.01677279 0.01642403 0.01707342
 0.01688697 0.01601112 0.01729172 0.0171041  0.01758435 0.01897712
 0.04755762 0.04588816 0.01770656 0.01936772 0.01816344 0.01633387
 0.05087007 0.05237119 0.01796932 0.01831953 0.01755779 0.01811465
 0.01513713 0.01612836 0.01766004 0.01906955 0.01901069 0.02052376]","[0.22781895 0.15475491 0.14455004 0.14285726 0.15323594 0.14770163
 0.17218657 0.1756409  0.18770384 0.18049434 0.17217297 0.23955025
 0.3358665  0.3504461  0.25341319 0.1713763  0.15231244 0.25852565
 0.32828573 0.31058616 0.21485906 0.15510871 0.17239681 0.1745821
 0.23425105 0.21278126 0.16628651 0.16711655 0.13889498 0.19351073]","[0.02095757 0.01742933 0.01792986 0.01771529 0.0172064  0.01775549
 0.01731383 0.01634012 0.01679863 0.01751072 0.01777203 0.01813574
 0.04811367 0.04879051 0.01894318 0.01809929 0.01740179 0.01655293
 0.05297003 0.0480942  0.01775952 0.01738527 0.0170751  0.01841099
 0.01705958 0.01667061 0.01742494 0.0182649  0.01767728 0.02010998]","[0.22604404 0.16040571 0.14052612 0.15337167 0.15315172 0.15563253
 0.18498073 0.1757885  0.17783575 0.15919014 0.18305648 0.2746167
 0.35870973 0.340068   0.24428669 0.19774975 0.16710892 0.22568236
 0.30991149 0.34483203 0.2278605  0.18621246 0.17631157 0.18128723
 0.19171484 0.18489847 0.17779258 0.16430887 0.16315133 0.17338077]"
