experimentSetID,numMonomers,dim,b,Nc,keepCL,diffusionConstant,numRealisations,dt,dt_relax,excludedVolumeCutOff,waitingSteps,encounterDistance,genomicDistance,Nb,Nc_inDamageFoci,times2sample,iterationsNumber,realtime,MSRG_at_0.0,MSRGdx_at_0.0,Distance_0_2center_at_0.0,Distance_0_2center_at_0.0_dx,Distance_1_2center_at_0.0,Distance_1_2center_at_0.0_dx,Distance_2_2center_at_0.0,Distance_2_2center_at_0.0_dx,Distance_3_2center_at_0.0,Distance_3_2center_at_0.0_dx,MSRG_at_5.0,MSRGdx_at_5.0,Distance_0_2center_at_5.0,Distance_0_2center_at_5.0_dx,Distance_1_2center_at_5.0,Distance_1_2center_at_5.0_dx,Distance_2_2center_at_5.0,Distance_2_2center_at_5.0_dx,Distance_3_2center_at_5.0,Distance_3_2center_at_5.0_dx,MSRG_at_25.0,MSRGdx_at_25.0,Distance_0_2center_at_25.0,Distance_0_2center_at_25.0_dx,Distance_1_2center_at_25.0,Distance_1_2center_at_25.0_dx,Distance_2_2center_at_25.0,Distance_2_2center_at_25.0_dx,Distance_3_2center_at_25.0,Distance_3_2center_at_25.0_dx,MSRG_at_50.0,MSRGdx_at_50.0,Distance_0_2center_at_50.0,Distance_0_2center_at_50.0_dx,Distance_1_2center_at_50.0,Distance_1_2center_at_50.0_dx,Distance_2_2center_at_50.0,Distance_2_2center_at_50.0_dx,Distance_3_2center_at_50.0,Distance_3_2center_at_50.0_dx
0_0,100,3,0.6,50,True,0.008,5,0.005,0.01,0.0,2000,0.1,10,2,0,"[1, 1000, 5000, 10000]",5,[0.0000e+00 5.0000e-03 1.0000e-02 ... 4.9985e+01 4.9990e+01 4.9995e+01],1.9456586710818087,1.1601984907301572,0.8613163568774386,0.47397061376932864,1.5832463542091086,0.556916787278931,1.102653956168647,0.45517849238432007,1.3411885809975113,0.7316651453983468,1.643034959688285,0.9374199697676876,0.8283338101211392,0.486876687784818,1.4839806188729132,0.627154838066208,0.9925501180891461,0.49203620127443914,1.2819875588783192,0.6978596916546803,0.9051370545319906,0.37451805287577555,0.8953055122073763,0.3595014833598914,0.9583567379137026,0.4622951450499236,0.7885924565159754,0.22719514045054745,1.4634297010001247,0.5559435459359413,0.5137707568093672,0.1278394261719956,0.95480950712508,0.3270861295621298,0.953742668607925,0.4325633396415457,0.4835258298804181,0.2524211819451666,1.096689721170166,0.3864515785414235
0_1,100,3,0.6,50,True,0.008,5,0.005,0.01,0.3,2000,0.1,10,2,0,"[1, 1000, 5000, 10000]",5,[0.0000e+00 5.0000e-03 1.0000e-02 ... 4.9985e+01 4.9990e+01 4.9995e+01],1.6914002018808492,0.4414714938578613,0.8256128666127683,0.2128218866761671,1.510436686321605,0.5772493517040291,1.1184710636635316,0.5354450050616028,0.9158875923272036,0.33226469916377716,1.4949060588462844,0.3574377261084276,0.7906045583160481,0.2210115461033333,1.544031767281833,0.6363726866173407,0.9242772720435812,0.3775967507048211,0.8579348119388559,0.3494049595942051,0.8733747160780971,0.2443470417324484,0.7415691457852706,0.23663392990662546,1.0224342426341892,0.4168106771128717,0.5790895791842732,0.16163612713186049,0.6387762719259585,0.4007383701334628,0.5459693518205366,0.12406866957922709,0.7697479285687383,0.166841519443345,0.8585102223037382,0.43488597632178044,0.5825763871240623,0.06285364798209046,0.5729896828149583,0.057140849827126895
